Zip,zindex,aa_avg_w,aa_num11,aa_num12,aa_num13,aa_num_avg
95688,405900.0,757.833333333,263.0,236.0,236.0,245.0
93230,160900.0,757.785714286,408.0,404.0,408.0,406.666666667
91601,512400.0,757.6,185.0,154.0,154.0,164.333333333
95358,173400.0,757.0,50.0,49.0,45.0,48.0
95054,816100.0,756.5,83.0,75.0,73.0,77.0
95691,295400.0,755.6,263.0,253.0,247.0,254.333333333
92675,643900.0,755.5,98.0,105.0,122.0,108.333333333
92106,925700.0,755.285714286,291.0,281.0,308.0,293.333333333
90715,415400.0,755.25,272.0,264.0,271.0,269.0
95380,198100.0,755.0,17.0,21.0,24.0,20.6666666667
90806,422800.0,754.75,343.0,344.0,323.0,336.666666667
92509,285500.0,754.5,265.0,265.0,210.0,246.666666667
91303,394400.0,754.25,98.0,105.0,99.0,100.666666667
91335,422400.0,754.0,373.0,343.0,333.0,349.666666667
90502,371800.0,753.5,43.0,41.0,49.0,44.3333333333
92307,200400.0,753.428571429,539.0,479.0,494.0,504.0
91950,317600.0,753.0,42.0,48.0,50.0,46.6666666667
95655,301600.0,752.5,38.0,42.0,38.0,39.3333333333
93291,192700.0,752.428571429,133.0,123.0,119.0,125.0
94505,519100.0,752.0,24.0,21.0,16.0,20.3333333333
94538,644400.0,751.4,320.0,305.0,299.0,308.0
95819,424500.0,751.25,133.0,128.0,136.0,132.333333333
90744,372200.0,751.25,173.0,123.0,96.0,130.666666667
93536,259400.0,751.230769231,1807.0,1702.0,1715.0,1741.33333333
94949,769200.0,751.0,29.0,32.0,39.0,33.3333333333
92027,367900.0,751.0,168.0,158.0,155.0,160.333333333
93722,189900.0,750.583333333,1098.0,923.0,909.0,976.666666667
96002,209900.0,750.0,41.0,43.0,46.0,43.3333333333
95834,311500.0,750.0,567.0,468.0,454.0,496.333333333
93940,617500.0,750.0,68.0,65.0,70.0,67.6666666667
92555,296400.0,749.428571429,1208.0,1158.0,1170.0,1178.66666667
93422,425200.0,749.0,21.0,16.0,14.0,17.0
95758,293400.0,748.75,1005.0,990.0,951.0,982.0
92021,382400.0,748.142857143,311.0,329.0,332.0,324.0
93401,615200.0,748.0,17.0,21.0,20.0,19.3333333333
95831,356500.0,747.777777778,715.0,758.0,790.0,754.333333333
90250,467300.0,747.25,1811.0,1828.0,1810.0,1816.33333333
90723,321000.0,746.769230769,803.0,785.0,792.0,793.333333333
93436,254400.0,746.666666667,159.0,149.0,150.0,152.666666667
95662,330800.0,746.666666667,78.0,82.0,70.0,76.6666666667
92036,293500.0,746.0,59.0,65.0,80.0,68.0
91724,481800.0,746.0,101.0,99.0,98.0,99.3333333333
95368,242000.0,746.0,48.0,49.0,46.0,47.6666666667
90745,400900.0,746.0,1119.0,826.0,711.0,885.333333333
95304,481900.0,745.666666667,55.0,60.0,65.0,60.0
91107,764300.0,745.666666667,870.0,751.0,695.0,772.0
94709,772100.0,745.0,45.0,44.0,48.0,45.6666666667
91764,302100.0,745.0,192.0,198.0,183.0,191.0
92154,357500.0,744.9,256.0,227.0,213.0,232.0
92377,317300.0,744.833333333,1009.0,879.0,841.0,909.666666667
93003,493400.0,744.75,102.0,96.0,88.0,95.3333333333
93308,173800.0,744.666666667,69.0,61.0,47.0,59.0
92109,718700.0,744.666666667,200.0,158.0,119.0,159.0
90710,472800.0,744.5,568.0,522.0,560.0,550.0
92506,371000.0,744.5,594.0,564.0,490.0,549.333333333
91001,650900.0,744.375,494.0,466.0,466.0,475.333333333
90804,399100.0,744.2,670.0,657.0,710.0,679.0
92220,186500.0,744.0,262.0,257.0,244.0,254.333333333
95240,219500.0,744.0,22.0,26.0,24.0,24.0
93036,405300.0,743.714285714,207.0,179.0,156.0,180.666666667
91722,401500.0,743.666666667,110.0,105.0,88.0,101.0
93455,353800.0,743.0,22.0,24.0,17.0,21.0
94555,722200.0,743.0,80.0,68.0,55.0,67.6666666667
92627,665300.0,743.0,17.0,20.0,15.0,17.3333333333
95403,429600.0,743.0,19.0,17.0,15.0,17.0
92105,318500.0,741.461538462,673.0,623.0,650.0,648.666666667
95376,314800.0,741.352941176,694.0,681.0,704.0,693.0
95307,200600.0,740.666666667,71.0,64.0,60.0,65.0
95687,322200.0,740.222222222,558.0,545.0,495.0,532.666666667
93723,272600.0,740.0,78.0,65.0,63.0,68.6666666667
91977,359000.0,739.916666667,862.0,778.0,723.0,787.666666667
92102,363200.0,739.714285714,587.0,551.0,519.0,552.333333333
95336,257800.0,739.7,369.0,374.0,344.0,362.333333333
92802,447600.0,739.666666667,65.0,62.0,59.0,62.0
95624,329700.0,739.4375,1537.0,1470.0,1451.0,1486.0
94561,337400.0,739.0,459.0,518.0,560.0,512.333333333
92346,264600.0,738.769230769,657.0,634.0,591.0,627.333333333
95826,244300.0,738.5,445.0,444.0,399.0,429.333333333
90038,686200.0,738.0,53.0,53.0,45.0,50.3333333333
90028,653200.0,737.25,183.0,185.0,170.0,179.333333333
90810,349300.0,737.142857143,923.0,833.0,744.0,833.333333333
95991,189300.0,737.0,55.0,65.0,56.0,58.6666666667
93280,134500.0,736.666666667,63.0,58.0,63.0,61.3333333333
92407,234600.0,736.307692308,1091.0,1032.0,1060.0,1061.0
90713,484900.0,735.428571429,1277.0,1265.0,1179.0,1240.33333333
92335,255000.0,734.818181818,352.0,315.0,303.0,323.333333333
94501,727800.0,734.583333333,728.0,716.0,754.0,732.666666667
95621,275000.0,734.2,127.0,101.0,96.0,108.0
90292,821800.0,734.0,75.0,62.0,65.0,67.3333333333
95351,139200.0,734.0,108.0,108.0,118.0,111.333333333
95126,673800.0,734.0,104.0,98.0,97.0,99.6666666667
92557,260600.0,733.909090909,1528.0,1445.0,1276.0,1416.33333333
92571,227300.0,733.8,704.0,701.0,746.0,717.0
93033,352300.0,733.5,113.0,101.0,80.0,98.0
92101,486800.0,733.25,253.0,255.0,254.0,254.0
90716,324100.0,733.0,19.0,19.0,20.0,19.3333333333
94587,604100.0,732.875,495.0,442.0,419.0,452.0
95357,231700.0,732.666666667,111.0,101.0,84.0,98.6666666667
92114,342000.0,732.307692308,1555.0,1377.0,1293.0,1408.33333333
92324,212500.0,732.222222222,507.0,521.0,409.0,479.0
95386,180200.0,732.0,55.0,51.0,58.0,54.6666666667
93313,206900.0,731.777777778,526.0,489.0,500.0,505.0
95363,252000.0,731.5,263.0,275.0,272.0,270.0
95128,743300.0,731.5,85.0,87.0,75.0,82.3333333333
92026,412100.0,731.333333333,142.0,152.0,139.0,144.333333333
91766,326200.0,731.142857143,319.0,317.0,312.0,316.0
95667,279600.0,731.0,28.0,25.0,30.0,27.6666666667
95051,859000.0,731.0,180.0,176.0,167.0,174.333333333
93555,151700.0,730.6,149.0,152.0,147.0,149.333333333
92316,245900.0,730.4,219.0,192.0,184.0,198.333333333
92583,184500.0,730.285714286,377.0,387.0,381.0,381.666666667
91306,448200.0,730.25,99.0,105.0,104.0,102.666666667
94536,693800.0,730.090909091,432.0,429.0,436.0,432.333333333
95835,305200.0,730.0,1048.0,992.0,1025.0,1021.66666667
90303,404000.0,729.714285714,985.0,920.0,870.0,925.0
90016,431100.0,729.666666667,1428.0,1344.0,1171.0,1314.33333333
90301,321600.0,729.25,1363.0,1311.0,1322.0,1332.0
93711,291500.0,729.0,236.0,217.0,235.0,229.333333333
95648,379300.0,728.25,89.0,92.0,89.0,90.0
95131,706700.0,728.0,49.0,75.0,57.0,60.3333333333
92008,718500.0,728.0,62.0,71.0,50.0,61.0
92399,303100.0,728.0,30.0,27.0,20.0,25.6666666667
95060,757300.0,728.0,24.0,17.0,13.0,18.0
90247,390100.0,727.857142857,835.0,781.0,775.0,797.0
94580,447900.0,727.5,698.0,705.0,743.0,715.333333333
95350,193400.0,727.454545455,315.0,266.0,259.0,280.0
94608,477100.0,727.333333333,808.0,779.0,776.0,787.666666667
94579,469700.0,727.25,207.0,219.0,199.0,208.333333333
92117,513200.0,727.166666667,474.0,424.0,405.0,434.333333333
94085,732900.0,726.0,25.0,24.0,23.0,24.0
93030,420200.0,725.0,109.0,93.0,96.0,99.3333333333
94503,419400.0,725.0,115.0,149.0,180.0,148.0
94602,660100.0,724.75,520.0,460.0,406.0,462.0
93710,200200.0,724.75,286.0,268.0,229.0,261.0
92683,528200.0,724.0,22.0,21.0,22.0,21.6666666667
91405,431500.0,723.333333333,70.0,81.0,70.0,73.6666666667
95660,157400.0,722.9,494.0,547.0,543.0,528.0
95833,272900.0,722.833333333,455.0,431.0,384.0,423.333333333
94518,521800.0,722.6,147.0,139.0,133.0,139.666666667
93277,174600.0,722.5,158.0,150.0,152.0,153.333333333
94533,262000.0,722.133333333,1189.0,1509.0,1580.0,1426.0
94086,987800.0,722.0,11.0,14.0,17.0,14.0
92111,474300.0,722.0,414.0,369.0,319.0,367.333333333
91768,319900.0,721.8,114.0,116.0,103.0,111.0
90706,401700.0,721.75,646.0,600.0,602.0,616.0
95817,230400.0,721.6,200.0,210.0,215.0,208.333333333
90006,511800.0,721.5,37.0,31.0,24.0,30.6666666667
93420,573300.0,721.0,21.0,17.0,14.0,17.3333333333
94550,672600.0,720.75,111.0,82.0,75.0,89.3333333333
92376,251800.0,720.705882353,1405.0,1259.0,1154.0,1272.66666667
90805,345800.0,720.615384615,1990.0,1778.0,1758.0,1842.0
91342,404800.0,720.5,159.0,140.0,122.0,140.333333333
92308,176100.0,720.142857143,389.0,397.0,405.0,397.0
95926,255500.0,719.571428571,198.0,199.0,178.0,191.666666667
95062,677900.0,719.0,14.0,15.0,15.0,14.6666666667
91776,556900.0,718.0,49.0,58.0,67.0,58.0
91606,452000.0,718.0,39.0,38.0,31.0,36.0
92392,190900.0,717.571428571,1872.0,1946.0,1829.0,1882.33333333
90018,427700.0,717.545454545,1499.0,1472.0,1474.0,1481.66666667
92028,487100.0,717.0,38.0,32.0,26.0,32.0
91605,423200.0,717.0,41.0,39.0,44.0,41.3333333333
95492,483600.0,716.0,16.0,14.0,11.0,13.6666666667
92345,179000.0,715.954545455,989.0,1028.0,1034.0,1017.0
91762,325400.0,714.666666667,238.0,218.0,214.0,223.333333333
94560,581900.0,714.444444444,403.0,384.0,341.0,376.0
95501,216800.0,714.0,37.0,40.0,36.0,37.6666666667
90032,376600.0,713.666666667,54.0,89.0,92.0,78.3333333333
93955,375500.0,713.4,213.0,222.0,202.0,212.333333333
92545,211600.0,713.333333333,489.0,479.0,484.0,484.0
92277,93200.0,713.333333333,255.0,232.0,254.0,247.0
91103,581100.0,713.2,394.0,373.0,360.0,375.666666667
92115,397100.0,713.083333333,740.0,934.0,1112.0,928.666666667
90007,491200.0,712.923076923,1215.0,1011.0,954.0,1060.0
94803,429100.0,712.0,487.0,512.0,545.0,514.666666667
90305,398700.0,711.75,832.0,562.0,511.0,635.0
94547,457800.0,711.6,556.0,569.0,529.0,551.333333333
92311,93000.0,711.111111111,496.0,487.0,493.0,492.0
95670,235800.0,711.0,715.0,645.0,643.0,667.666666667
94521,499800.0,711.0,181.0,209.0,214.0,201.333333333
94610,867900.0,710.6,873.0,830.0,814.0,839.0
95132,746900.0,709.5,168.0,160.0,116.0,148.0
94403,960600.0,709.333333333,49.0,49.0,57.0,51.6666666667
93704,193800.0,708.8,808.0,848.0,792.0,816.0
92544,192300.0,708.333333333,211.0,216.0,237.0,221.333333333
92262,312700.0,708.25,253.0,259.0,239.0,250.333333333
93309,172800.0,707.769230769,959.0,969.0,986.0,971.333333333
95746,650400.0,707.0,12.0,23.0,20.0,18.3333333333
94601,320000.0,706.428571429,252.0,244.0,297.0,264.333333333
94044,714100.0,706.333333333,55.0,53.0,46.0,51.3333333333
90220,269200.0,706.1,1055.0,1137.0,1143.0,1111.66666667
90043,410600.0,706.071428571,2888.0,2722.0,2731.0,2780.33333333
91214,702100.0,706.0,43.0,29.0,43.0,38.3333333333
94122,980300.0,706.0,76.0,80.0,73.0,76.3333333333
94577,469000.0,705.75,904.0,915.0,861.0,893.333333333
94565,293900.0,705.6875,1744.0,1697.0,1484.0,1641.66666667
95210,162500.0,705.625,506.0,465.0,470.0,480.333333333
90221,287900.0,705.555555556,773.0,813.0,807.0,797.666666667
90024,986200.0,705.0,124.0,136.0,106.0,122.0
94605,401400.0,704.666666667,1138.0,1117.0,1072.0,1109.0
93933,415600.0,704.6,178.0,180.0,141.0,166.333333333
95620,333400.0,704.0,26.0,26.0,24.0,25.3333333333
93638,138300.0,704.0,76.0,103.0,88.0,89.0
94080,698500.0,703.75,81.0,111.0,75.0,89.0
95628,417000.0,703.5,166.0,175.0,198.0,179.666666667
94591,323100.0,703.0,1120.0,1252.0,1269.0,1213.66666667
92284,136300.0,702.5,86.0,90.0,95.0,90.3333333333
93726,148100.0,702.5,468.0,394.0,416.0,426.0
94530,675600.0,702.4,577.0,568.0,573.0,572.666666667
94545,455700.0,702.222222222,595.0,514.0,511.0,540.0
95822,194800.0,702.125,880.0,886.0,880.0,882.0
92071,396000.0,702.0,38.0,37.0,13.0,29.3333333333
95928,270100.0,702.0,36.0,31.0,29.0,32.0
95348,201300.0,702.0,219.0,201.0,194.0,204.666666667
95340,187400.0,700.9,281.0,271.0,269.0,273.666666667
95356,265900.0,700.0,39.0,57.0,63.0,53.0
92344,241700.0,700.0,137.0,154.0,148.0,146.333333333
94551,563900.0,700.0,16.0,16.0,17.0,16.3333333333
92243,159400.0,700.0,33.0,33.0,26.0,30.6666666667
90005,685100.0,699.8,319.0,288.0,278.0,295.0
92590,855000.0,699.0,105.0,106.0,112.0,107.666666667
95330,288700.0,699.0,224.0,230.0,241.0,231.666666667
94531,360800.0,698.6,1796.0,1985.0,1880.0,1887.0
95608,430500.0,698.5,572.0,573.0,582.0,575.666666667
90012,408700.0,698.0,179.0,160.0,150.0,163.0
94947,625300.0,698.0,64.0,81.0,70.0,71.6666666667
95827,224800.0,698.0,296.0,302.0,285.0,294.333333333
92394,177100.0,698.0,183.0,196.0,160.0,179.666666667
90222,257100.0,696.714285714,585.0,618.0,613.0,605.333333333
94578,437300.0,696.333333333,181.0,162.0,158.0,167.0
93637,176400.0,696.0,138.0,126.0,145.0,136.333333333
94801,236800.0,696.0,316.0,311.0,277.0,301.333333333
92252,101800.0,695.0,15.0,17.0,12.0,14.6666666667
91042,474400.0,695.0,34.0,35.0,39.0,36.0
91744,371600.0,695.0,37.0,26.0,31.0,31.3333333333
90813,321000.0,694.777777778,1320.0,1271.0,1195.0,1262.0
94103,886800.0,694.0,40.0,27.0,35.0,34.0
90062,371700.0,693.75,757.0,696.0,627.0,693.333333333
95354,164400.0,693.5,44.0,42.0,40.0,42.0
92408,195700.0,693.5,125.0,142.0,171.0,146.0
95828,203800.0,693.25,861.0,760.0,805.0,808.666666667
92805,418400.0,692.0,34.0,24.0,20.0,26.0
90262,304300.0,691.769230769,551.0,536.0,460.0,515.666666667
95838,199200.0,691.4,778.0,811.0,818.0,802.333333333
92395,171100.0,691.133333333,1302.0,1233.0,1251.0,1262.0
94806,293400.0,691.0,604.0,596.0,616.0,605.333333333
93304,127200.0,690.846153846,763.0,762.0,807.0,777.333333333
94609,667700.0,690.75,204.0,224.0,311.0,246.333333333
93307,130000.0,690.2,801.0,746.0,697.0,748.0
93306,159100.0,689.8,500.0,470.0,465.0,478.333333333
90650,375800.0,689.428571429,196.0,207.0,178.0,193.666666667
95209,244100.0,689.0,857.0,799.0,800.0,818.666666667
92404,197500.0,688.8125,1492.0,1486.0,1297.0,1425.0
94541,436400.0,688.777777778,704.0,658.0,655.0,672.333333333
94590,218200.0,688.6,452.0,567.0,524.0,514.333333333
95212,275800.0,688.428571429,594.0,594.0,570.0,586.0
95814,337500.0,688.0,17.0,13.0,17.0,15.6666666667
94589,236000.0,688.0,787.0,811.0,830.0,809.333333333
94603,255500.0,687.888888889,559.0,582.0,566.0,569.0
91331,357500.0,687.0,75.0,62.0,72.0,69.6666666667
92553,222100.0,686.25,1305.0,1276.0,1248.0,1276.33333333
94066,732000.0,686.0,18.0,13.0,12.0,14.3333333333
91352,396600.0,685.5,25.0,32.0,33.0,30.0
93065,485800.0,685.125,886.0,1018.0,926.0,943.333333333
93727,188400.0,684.5,574.0,562.0,547.0,561.0
90059,261500.0,682.846153846,1514.0,1634.0,1509.0,1552.33333333
92543,137100.0,682.0,226.0,240.0,227.0,231.0
92867,603300.0,682.0,14.0,16.0,22.0,17.3333333333
95006,413700.0,682.0,24.0,25.0,25.0,24.6666666667
92240,151000.0,681.571428571,388.0,343.0,309.0,346.666666667
95204,158400.0,681.285714286,368.0,365.0,347.0,360.0
90019,807000.0,680.5,582.0,569.0,524.0,558.333333333
93552,216300.0,680.4,1179.0,1094.0,1111.0,1128.0
95111,532700.0,678.75,89.0,95.0,92.0,92.0
92040,408900.0,677.5,34.0,26.0,26.0,28.6666666667
92806,501000.0,677.0,38.0,41.0,32.0,37.0
93543,180300.0,677.0,143.0,133.0,128.0,134.666666667
95122,499500.0,676.5,83.0,85.0,84.0,84.0
94544,443000.0,676.0,402.0,412.0,376.0,396.666666667
90248,404200.0,675.0,732.0,594.0,492.0,606.0
95610,241500.0,674.8,135.0,148.0,152.0,145.0
95818,445800.0,674.333333333,481.0,508.0,470.0,486.333333333
94928,414300.0,674.0,64.0,62.0,74.0,66.6666666667
93610,154700.0,674.0,16.0,18.0,21.0,18.3333333333
92113,303300.0,674.0,474.0,439.0,367.0,426.666666667
90008,548600.0,673.428571429,1273.0,1219.0,1200.0,1230.66666667
93705,133800.0,673.166666667,359.0,349.0,319.0,342.333333333
95207,179100.0,673.0,844.0,868.0,865.0,859.0
93728,130500.0,671.75,106.0,111.0,113.0,110.0
90037,348200.0,669.5,1170.0,1056.0,812.0,1012.66666667
93703,120400.0,669.375,305.0,301.0,265.0,290.333333333
94401,703600.0,669.0,26.0,21.0,15.0,20.6666666667
95203,142900.0,669.0,55.0,47.0,48.0,50.0
91767,331600.0,668.909090909,419.0,371.0,357.0,382.333333333
94621,231600.0,667.846153846,622.0,559.0,569.0,583.333333333
90061,289900.0,667.0,1182.0,1134.0,1012.0,1109.33333333
90003,279900.0,666.857142857,1578.0,1477.0,1463.0,1506.0
95695,263400.0,666.0,13.0,12.0,11.0,12.0
94525,377200.0,665.0,108.0,104.0,108.0,106.666666667
93706,101700.0,665.0,917.0,891.0,895.0,901.0
95966,159000.0,665.0,91.0,76.0,72.0,79.6666666667
94509,273500.0,664.6,957.0,1128.0,1108.0,1064.33333333
91106,554400.0,664.5,271.0,280.0,247.0,266.0
95206,174900.0,663.95,1597.0,1496.0,1442.0,1511.66666667
93560,159300.0,663.5,203.0,190.0,188.0,193.666666667
92405,173400.0,662.5,622.0,526.0,487.0,545.0
94564,405100.0,662.0,618.0,596.0,557.0,590.333333333
93301,162500.0,661.0,396.0,426.0,454.0,425.333333333
94606,393700.0,660.2,319.0,285.0,264.0,289.333333333
95832,170200.0,660.0,158.0,148.0,164.0,156.666666667
95824,144300.0,659.5,246.0,231.0,238.0,238.333333333
95605,173100.0,659.0,26.0,20.0,19.0,21.6666666667
93725,133900.0,658.0,164.0,165.0,125.0,151.333333333
93212,103900.0,657.5,54.0,43.0,45.0,47.3333333333
90044,300400.0,657.153846154,1764.0,1743.0,1654.0,1720.33333333
90026,652100.0,657.0,38.0,24.0,30.0,30.6666666667
94124,610100.0,655.571428571,581.0,532.0,525.0,546.0
95823,185300.0,655.235294118,1977.0,1928.0,1905.0,1936.66666667
90047,328200.0,654.6,2160.0,2067.0,1832.0,2019.66666667
93305,114600.0,654.0,132.0,138.0,142.0,137.333333333
90011,307400.0,653.647058824,817.0,667.0,623.0,702.333333333
94805,390700.0,652.666666667,331.0,342.0,299.0,324.0
94612,442700.0,651.0,589.0,507.0,514.0,536.666666667
95127,548200.0,650.5,46.0,41.0,49.0,45.3333333333
94572,380500.0,650.0,92.0,101.0,92.0,95.0
91402,356400.0,647.0,66.0,49.0,43.0,52.6666666667
92868,438600.0,644.0,16.0,12.0,14.0,14.0
90042,513700.0,643.5,43.0,25.0,32.0,33.3333333333
92121,515300.0,643.5,145.0,132.0,128.0,135.0
93535,172700.0,643.285714286,2513.0,2372.0,2403.0,2429.33333333
93534,153200.0,642.857142857,821.0,672.0,627.0,706.666666667
90001,267100.0,639.5,461.0,466.0,574.0,500.333333333
93701,94600.0,637.333333333,137.0,109.0,108.0,118.0
94112,736900.0,635.888888889,385.0,355.0,312.0,350.666666667
94015,701000.0,635.0,39.0,43.0,53.0,45.0
94607,409500.0,632.833333333,704.0,680.0,733.0,705.666666667
94520,339000.0,629.0,137.0,117.0,98.0,117.333333333
93550,180500.0,628.214285714,1370.0,1267.0,1223.0,1286.66666667
90280,332800.0,627.0,15.0,17.0,20.0,17.3333333333
94089,748000.0,627.0,11.0,21.0,17.0,16.3333333333
95422,102200.0,626.0,26.0,21.0,13.0,20.0
94804,299900.0,621.111111111,786.0,781.0,724.0,763.666666667
90056,906900.0,616.0,135.0,203.0,146.0,161.333333333
94704,790100.0,613.0,567.0,544.0,490.0,533.666666667
95215,121900.0,612.5,150.0,140.0,128.0,139.333333333
95133,609700.0,612.5,94.0,77.0,69.0,80.0
90063,318500.0,611.0,153.0,153.0,142.0,149.333333333
92225,122000.0,606.5,153.0,146.0,138.0,145.666666667
90002,254500.0,604.8,1055.0,902.0,837.0,931.333333333
94116,930600.0,602.0,138.0,139.0,138.0,138.333333333
93505,85800.0,601.25,269.0,320.0,345.0,311.333333333
94014,598200.0,601.0,82.0,74.0,65.0,73.6666666667
93702,88400.0,597.25,129.0,146.0,126.0,133.666666667
94102,783000.0,596.0,23.0,30.0,34.0,29.0
95205,106800.0,595.333333333,311.0,294.0,300.0,301.666666667
90017,497200.0,579.333333333,63.0,53.0,51.0,55.6666666667
94134,677100.0,576.0,367.0,373.0,362.0,367.333333333
93501,75300.0,528.0,69.0,73.0,83.0,75.0
95242,306700.0,519.0,14.0,14.0,12.0,13.3333333333
94109,933300.0,509.0,66.0,67.0,65.0,66.0
