Zip,zindex,di_avg_w,di_num11,di_num12,di_num13,di_num_avg
94301,2720900.0,727.666666667,198.0,186.0,250.0,211.333333333
94303,1384300.0,627.6,386.0,386.0,399.0,390.333333333
94305,2307200.0,772.0,79.0,70.0,76.0,75.0
94306,1905500.0,780.75,437.0,424.0,493.0,451.333333333
94401,703600.0,607.0,134.0,174.0,182.0,163.333333333
94402,1392400.0,650.571428571,326.0,302.0,279.0,302.333333333
94403,960600.0,642.25,457.0,441.0,450.0,449.333333333
94404,1046800.0,683.333333333,130.0,116.0,123.0,123.0
94501,727800.0,660.357142857,666.0,696.0,727.0,696.333333333
94502,733400.0,808.0,69.0,81.0,83.0,77.6666666667
94503,419400.0,577.333333333,195.0,220.0,250.0,221.666666667
94505,519100.0,736.0,48.0,52.0,77.0,59.0
94506,1147500.0,790.0,154.0,146.0,159.0,153.0
94507,1463200.0,771.25,164.0,163.0,152.0,159.666666667
94509,273500.0,585.461538462,827.0,887.0,809.0,841.0
94510,510400.0,700.666666667,253.0,372.0,353.0,326.0
94513,452000.0,707.285714286,1241.0,1339.0,1373.0,1317.66666667
94515,569800.0,643.0,65.0,67.0,66.0,66.0
94517,678500.0,760.5,131.0,110.0,127.0,122.666666667
94518,521800.0,604.2,323.0,323.0,332.0,326.0
94519,414900.0,577.25,146.0,120.0,95.0,120.333333333
94520,339000.0,583.6,347.0,351.0,335.0,344.333333333
94521,499800.0,632.111111111,784.0,706.0,725.0,738.333333333
94523,596100.0,702.222222222,509.0,445.0,529.0,494.333333333
94525,377200.0,537.5,89.0,79.0,102.0,90.0
94526,990400.0,734.222222222,584.0,555.0,600.0,579.666666667
94530,675600.0,636.0,331.0,342.0,319.0,330.666666667
94531,360800.0,616.666666667,771.0,852.0,787.0,803.333333333
94533,262000.0,607.5,1132.0,1146.0,1321.0,1199.66666667
94534,426900.0,667.555555556,487.0,556.0,582.0,541.666666667
94536,693800.0,692.8,955.0,958.0,976.0,963.0
94538,644400.0,703.357142857,1135.0,1149.0,1213.0,1165.66666667
94539,1192900.0,755.25,356.0,348.0,351.0,351.666666667
94541,436400.0,572.777777778,369.0,342.0,403.0,371.333333333
94542,669000.0,741.0,30.0,40.0,39.0,36.3333333333
94544,443000.0,586.444444444,396.0,412.0,461.0,423.0
94545,455700.0,592.777777778,428.0,447.0,514.0,463.0
94546,581500.0,699.333333333,435.0,451.0,444.0,443.333333333
94547,457800.0,604.0,251.0,258.0,270.0,259.666666667
94549,1226400.0,775.5,364.0,387.0,398.0,383.0
94550,672600.0,705.125,788.0,813.0,783.0,794.666666667
94551,563900.0,707.0,490.0,522.0,548.0,520.0
94552,823300.0,764.333333333,157.0,174.0,187.0,172.666666667
94553,460300.0,661.333333333,334.0,334.0,338.0,335.333333333
94555,722200.0,781.0,130.0,121.0,138.0,129.666666667
94556,1108400.0,786.0,246.0,239.0,268.0,251.0
94558,494300.0,647.611111111,1080.0,1013.0,1018.0,1037.0
94559,469800.0,590.8,95.0,127.0,131.0,117.666666667
94560,581900.0,641.909090909,585.0,745.0,605.0,645.0
94561,337400.0,656.888888889,859.0,894.0,953.0,902.0
94563,1274300.0,803.0,247.0,261.0,308.0,272.0
94564,405100.0,584.166666667,404.0,401.0,413.0,406.0
94565,293900.0,596.25,906.0,882.0,961.0,916.333333333
94566,919800.0,776.0,755.0,785.0,802.0,780.666666667
94568,672000.0,742.571428571,274.0,233.0,297.0,268.0
94571,276100.0,636.0,147.0,136.0,125.0,136.0
94572,380500.0,578.0,56.0,46.0,48.0,50.0
94574,965100.0,629.333333333,107.0,100.0,82.0,96.3333333333
94577,469000.0,614.75,662.0,659.0,686.0,669.0
94578,437300.0,630.666666667,130.0,122.0,118.0,123.333333333
94579,469700.0,690.0,230.0,233.0,225.0,229.333333333
94580,447900.0,626.4,573.0,580.0,653.0,602.0
94582,944400.0,786.125,382.0,324.0,367.0,357.666666667
94583,778700.0,714.888888889,537.0,499.0,555.0,530.333333333
94585,286000.0,635.25,211.0,224.0,270.0,235.0
94587,604100.0,661.0,626.0,642.0,630.0,632.666666667
94588,789400.0,761.166666667,541.0,563.0,584.0,562.666666667
94589,236000.0,600.666666667,468.0,462.0,465.0,465.0
94590,218200.0,616.6,176.0,191.0,188.0,185.0
94591,323100.0,618.25,407.0,450.0,446.0,434.333333333
94595,476400.0,762.0,37.0,44.0,49.0,43.3333333333
94596,804600.0,727.666666667,133.0,150.0,172.0,151.666666667
94597,657200.0,693.5,177.0,184.0,195.0,185.333333333
94598,826800.0,738.833333333,283.0,266.0,338.0,295.666666667
94601,320000.0,556.111111111,190.0,184.0,268.0,214.0
94602,660100.0,579.0,183.0,172.0,194.0,183.0
94603,255500.0,595.777777778,249.0,272.0,316.0,279.0
94605,401400.0,632.142857143,169.0,170.0,234.0,191.0
94606,393700.0,635.8,171.0,154.0,209.0,178.0
94607,409500.0,584.833333333,134.0,140.0,219.0,164.333333333
94608,477100.0,583.4,120.0,132.0,159.0,137.0
94609,667700.0,641.0,29.0,34.0,46.0,36.3333333333
94610,867900.0,582.0,321.0,338.0,373.0,344.0
94611,942300.0,730.8,557.0,516.0,676.0,583.0
94612,442700.0,497.666666667,137.0,132.0,170.0,146.333333333
94618,1021600.0,708.0,114.0,117.0,152.0,127.666666667
94619,533000.0,643.166666667,254.0,247.0,314.0,271.666666667
94621,231600.0,550.125,200.0,221.0,290.0,237.0
94702,688800.0,784.0,25.0,31.0,27.0,27.6666666667
94703,729400.0,641.5,199.0,267.0,247.0,237.666666667
94704,790100.0,583.0,214.0,268.0,243.0,241.666666667
94705,1263400.0,640.25,132.0,154.0,155.0,147.0
94706,718100.0,748.6,230.0,285.0,285.0,266.666666667
94707,1003600.0,764.5,51.0,58.0,67.0,58.6666666667
94708,997000.0,794.0,79.0,85.0,81.0,81.6666666667
94709,772100.0,742.0,27.0,34.0,33.0,31.3333333333
94710,662800.0,711.0,30.0,32.0,41.0,34.3333333333
94801,236800.0,598.333333333,209.0,203.0,194.0,202.0
94803,429100.0,646.833333333,307.0,335.0,347.0,329.666666667
94804,299900.0,547.375,401.0,434.0,428.0,421.0
94805,390700.0,553.333333333,214.0,235.0,226.0,225.0
94806,293400.0,599.5,485.0,498.0,506.0,496.333333333
94901,878500.0,647.0,432.0,450.0,455.0,445.666666667
94903,772700.0,699.833333333,354.0,358.0,369.0,360.333333333
94904,1474800.0,758.0,68.0,79.0,89.0,78.6666666667
94920,2292800.0,803.5,63.0,64.0,43.0,56.6666666667
94924,1427700.0,599.0,13.0,12.0,14.0,13.0
94925,1071700.0,755.0,47.0,45.0,44.0,45.3333333333
94928,414300.0,627.5,647.0,571.0,588.0,602.0
94930,742200.0,761.0,120.0,118.0,117.0,118.333333333
94931,437000.0,628.0,63.0,61.0,48.0,57.3333333333
94939,1331000.0,687.0,107.0,122.0,133.0,120.666666667
94941,1273300.0,798.571428571,335.0,336.0,398.0,356.333333333
94945,692300.0,649.0,125.0,150.0,149.0,141.333333333
94947,625300.0,695.166666667,312.0,303.0,320.0,311.666666667
94949,769200.0,777.333333333,157.0,150.0,146.0,151.0
94952,629400.0,718.5,85.0,88.0,109.0,94.0
94954,500000.0,718.5,264.0,280.0,269.0,271.0
94957,2417300.0,718.0,48.0,26.0,39.0,37.6666666667
94960,992700.0,721.0,100.0,90.0,91.0,93.6666666667
95003,728300.0,664.4,299.0,325.0,402.0,342.0
95004,499200.0,621.0,41.0,42.0,40.0,41.0
95006,413700.0,670.0,107.0,118.0,151.0,125.333333333
95008,890500.0,592.8,215.0,264.0,265.0,248.0
95010,655600.0,591.0,74.0,68.0,85.0,75.6666666667
95014,1549900.0,755.461538462,719.0,826.0,899.0,814.666666667
95018,473700.0,647.25,198.0,207.0,191.0,198.666666667
95020,595400.0,648.384615385,705.0,765.0,889.0,786.333333333
95023,404200.0,621.7,764.0,702.0,749.0,738.333333333
95030,2063400.0,686.0,207.0,194.0,208.0,203.0
95032,1335500.0,779.0,198.0,197.0,204.0,199.666666667
95033,925200.0,743.5,49.0,41.0,41.0,43.6666666667
95035,729500.0,709.333333333,739.0,673.0,761.0,724.333333333
95037,779500.0,621.6,664.0,644.0,639.0,649.0
95045,471600.0,559.0,61.0,55.0,48.0,54.6666666667
95046,862700.0,671.0,39.0,59.0,55.0,51.0
95050,762900.0,704.6,359.0,393.0,389.0,380.333333333
95051,859000.0,697.6,856.0,967.0,976.0,933.0
95054,816100.0,704.666666667,139.0,159.0,172.0,156.666666667
95060,757300.0,655.5,325.0,292.0,294.0,303.666666667
95062,677900.0,595.875,398.0,428.0,472.0,432.666666667
95065,661100.0,631.0,16.0,18.0,20.0,18.0
95066,703100.0,729.0,154.0,158.0,146.0,152.666666667
95070,2073100.0,754.125,422.0,448.0,491.0,453.666666667
95073,657000.0,593.0,133.0,111.0,151.0,131.666666667
95076,421400.0,609.916666667,1343.0,1368.0,1591.0,1434.0
95110,517500.0,563.0,69.0,65.0,63.0,65.6666666667
95111,532700.0,587.636363636,568.0,567.0,607.0,580.666666667
95112,570500.0,614.166666667,253.0,259.0,299.0,270.333333333
95116,483700.0,614.416666667,424.0,473.0,456.0,451.0
95117,845300.0,668.666666667,109.0,119.0,119.0,115.666666667
95118,782000.0,678.125,484.0,587.0,627.0,566.0
95119,720100.0,705.666666667,177.0,203.0,207.0,195.666666667
95120,1195000.0,743.625,454.0,463.0,487.0,468.0
95121,610000.0,673.7,465.0,470.0,476.0,470.333333333
95122,499500.0,590.722222222,851.0,905.0,850.0,868.666666667
95123,683400.0,628.166666667,728.0,796.0,897.0,807.0
95124,896300.0,722.4,486.0,578.0,622.0,562.0
95125,955100.0,639.090909091,591.0,603.0,664.0,619.333333333
95126,673800.0,528.0,264.0,301.0,312.0,292.333333333
95127,548200.0,616.2,759.0,795.0,829.0,794.333333333
95128,743300.0,559.25,206.0,257.0,288.0,250.333333333
95129,1277400.0,803.444444444,373.0,438.0,454.0,421.666666667
95130,980700.0,753.5,194.0,207.0,230.0,210.333333333
95131,706700.0,696.5,635.0,925.0,894.0,818.0
95132,746900.0,676.6,574.0,617.0,645.0,612.0
95133,609700.0,621.4,254.0,333.0,364.0,317.0
95135,922500.0,723.666666667,122.0,159.0,143.0,141.333333333
95136,707200.0,659.2,225.0,219.0,237.0,227.0
95138,927000.0,769.5,41.0,48.0,56.0,48.3333333333
95139,672600.0,583.0,125.0,132.0,121.0,126.0
95148,723200.0,631.181818182,619.0,707.0,676.0,667.333333333
95203,142900.0,577.5,68.0,66.0,92.0,75.3333333333
95204,158400.0,578.571428571,311.0,343.0,326.0,326.666666667
95205,106800.0,461.857142857,303.0,308.0,347.0,319.333333333
95206,174900.0,518.736842105,1215.0,1260.0,1372.0,1282.33333333
95207,179100.0,597.666666667,768.0,787.0,836.0,797.0
95209,244100.0,604.636363636,686.0,738.0,720.0,714.666666667
95210,162500.0,604.5,374.0,364.0,361.0,366.333333333
95212,275800.0,624.333333333,489.0,536.0,522.0,515.666666667
95215,121900.0,592.0,365.0,353.0,344.0,354.0
95219,307600.0,682.2,322.0,328.0,331.0,327.0
95222,256700.0,659.0,48.0,40.0,61.0,49.6666666667
95223,244700.0,571.0,16.0,12.0,11.0,13.0
95228,328200.0,701.0,19.0,15.0,18.0,17.3333333333
95236,330600.0,642.5,105.0,95.0,91.0,97.0
95237,265300.0,665.0,51.0,64.0,64.0,59.6666666667
95240,219500.0,591.5,531.0,563.0,496.0,530.0
95242,306700.0,607.111111111,675.0,728.0,642.0,681.666666667
95249,177700.0,573.0,174.0,159.0,188.0,173.666666667
95252,245600.0,599.333333333,131.0,144.0,152.0,142.333333333
95304,481900.0,636.2,111.0,141.0,175.0,142.333333333
95307,200600.0,606.307692308,910.0,818.0,823.0,850.333333333
95316,236400.0,501.5,114.0,106.0,107.0,109.0
95320,252200.0,576.0,194.0,202.0,215.0,203.666666667
95324,238100.0,598.666666667,214.0,211.0,220.0,215.0
95326,265800.0,580.2,171.0,181.0,186.0,179.333333333
95327,193300.0,607.0,43.0,44.0,48.0,45.0
95328,138800.0,610.0,36.0,39.0,51.0,42.0
95329,193700.0,793.0,12.0,15.0,17.0,14.6666666667
95330,288700.0,589.25,301.0,332.0,364.0,332.333333333
95336,257800.0,604.583333333,882.0,953.0,1013.0,949.333333333
95337,324500.0,665.5,254.0,281.0,298.0,277.666666667
95338,224400.0,699.5,201.0,184.0,208.0,197.666666667
95340,187400.0,553.214285714,533.0,544.0,597.0,558.0
95348,201300.0,534.333333333,272.0,276.0,307.0,285.0
95350,193400.0,634.117647059,1095.0,1135.0,1223.0,1151.0
95351,139200.0,582.846153846,983.0,932.0,981.0,965.333333333
95354,164400.0,650.833333333,292.0,275.0,308.0,291.666666667
95355,246900.0,686.2,1283.0,1237.0,1327.0,1282.33333333
95356,265900.0,623.0,162.0,218.0,228.0,202.666666667
95357,231700.0,642.25,299.0,267.0,273.0,279.666666667
95358,173400.0,636.428571429,382.0,359.0,391.0,377.333333333
95361,258000.0,681.5,395.0,406.0,437.0,412.666666667
95363,252000.0,528.5,464.0,549.0,594.0,535.666666667
95365,96900.0,653.0,74.0,85.0,78.0,79.0
95366,339300.0,668.833333333,176.0,168.0,227.0,190.333333333
95367,233600.0,565.75,208.0,246.0,248.0,234.0
95368,242000.0,638.25,209.0,193.0,226.0,209.333333333
95370,217900.0,613.0,239.0,241.0,265.0,248.333333333
95372,206100.0,594.0,41.0,32.0,45.0,39.3333333333
95376,314800.0,631.8125,992.0,1012.0,1059.0,1021.0
95377,414600.0,669.6,333.0,354.0,446.0,377.666666667
95379,164600.0,730.0,45.0,50.0,53.0,49.3333333333
95380,198100.0,536.857142857,501.0,513.0,532.0,515.333333333
95382,277100.0,598.833333333,473.0,451.0,485.0,469.666666667
95383,213000.0,662.5,39.0,37.0,39.0,38.3333333333
95386,180200.0,619.6,237.0,254.0,262.0,251.0
95388,127000.0,643.2,167.0,185.0,187.0,179.666666667
95391,487100.0,671.333333333,130.0,149.0,200.0,159.666666667
95401,387500.0,679.666666667,138.0,119.0,140.0,132.333333333
95403,429600.0,712.833333333,359.0,351.0,340.0,350.0
95404,554600.0,659.0,75.0,77.0,66.0,72.6666666667
95405,445700.0,721.5,168.0,162.0,180.0,170.0
95407,387700.0,658.375,412.0,410.0,396.0,406.0
95409,536500.0,705.0,178.0,182.0,235.0,198.333333333
95422,102200.0,564.5,104.0,103.0,110.0,105.666666667
95423,150500.0,584.0,16.0,21.0,17.0,18.0
95425,400200.0,565.666666667,147.0,115.0,125.0,129.0
95436,390500.0,661.0,37.0,32.0,38.0,35.6666666667
95437,335900.0,570.666666667,93.0,89.0,94.0,92.0
95442,795000.0,639.0,29.0,26.0,26.0,27.0
95446,338300.0,766.0,48.0,49.0,43.0,46.6666666667
95448,584400.0,663.0,199.0,185.0,183.0,189.0
95451,204600.0,591.25,144.0,152.0,145.0,147.0
95452,847500.0,806.0,14.0,17.0,24.0,18.3333333333
95453,217500.0,619.0,126.0,146.0,170.0,147.333333333
95458,118300.0,587.0,28.0,17.0,31.0,25.3333333333
95460,537600.0,580.0,45.0,45.0,56.0,48.6666666667
95461,232100.0,565.0,81.0,38.0,83.0,67.3333333333
95465,830700.0,657.0,18.0,14.0,15.0,15.6666666667
95470,367300.0,537.0,43.0,52.0,50.0,48.3333333333
95472,653200.0,662.714285714,316.0,314.0,319.0,316.333333333
95476,591300.0,576.777777778,392.0,437.0,502.0,443.666666667
95482,284700.0,545.727272727,455.0,455.0,470.0,460.0
95490,228600.0,546.25,128.0,132.0,125.0,128.333333333
95492,483600.0,655.833333333,528.0,593.0,644.0,588.333333333
95501,216800.0,553.6,291.0,268.0,279.0,279.333333333
95503,230600.0,687.375,328.0,308.0,293.0,309.666666667
95519,264500.0,643.5,224.0,205.0,211.0,213.333333333
95521,276100.0,646.2,185.0,202.0,222.0,203.0
95540,244000.0,590.0,281.0,306.0,305.0,297.333333333
95562,181100.0,738.5,56.0,53.0,55.0,54.6666666667
95567,264200.0,611.0,22.0,19.0,25.0,22.0
95603,340900.0,670.857142857,436.0,432.0,460.0,442.666666667
95605,173100.0,553.5,110.0,118.0,140.0,122.666666667
95608,430500.0,606.25,852.0,902.0,1055.0,936.333333333
95610,241500.0,566.666666667,282.0,377.0,429.0,362.666666667
95614,303700.0,619.0,71.0,49.0,21.0,47.0
95616,578700.0,681.333333333,502.0,584.0,592.0,559.333333333
95618,536700.0,580.0,51.0,52.0,52.0,51.6666666667
95620,333400.0,538.8,296.0,296.0,295.0,295.666666667
95621,275000.0,637.285714286,323.0,325.0,334.0,327.333333333
95623,266900.0,532.0,68.0,57.0,70.0,65.0
95624,329700.0,655.764705882,1457.0,1407.0,1466.0,1443.33333333
95627,205300.0,509.5,76.0,70.0,91.0,79.0
95628,417000.0,593.5,558.0,624.0,669.0,617.0
95630,424600.0,737.071428571,939.0,794.0,895.0,876.0
95631,277400.0,624.0,17.0,18.0,23.0,19.3333333333
95632,254700.0,639.625,581.0,639.0,670.0,630.0
95634,224900.0,644.0,52.0,34.0,22.0,36.0
95638,455200.0,511.0,45.0,36.0,32.0,37.6666666667
95640,227400.0,651.0,26.0,28.0,46.0,33.3333333333
95642,257600.0,619.166666667,221.0,217.0,253.0,230.333333333
95648,379300.0,668.727272727,818.0,820.0,898.0,845.333333333
95650,473700.0,703.2,227.0,214.0,219.0,220.0
95655,301600.0,642.666666667,215.0,194.0,204.0,204.333333333
95660,157400.0,639.1,475.0,507.0,527.0,503.0
95661,379100.0,716.222222222,371.0,418.0,447.0,412.0
95662,330800.0,692.444444444,476.0,510.0,588.0,524.666666667
95663,509500.0,631.0,15.0,19.0,18.0,17.3333333333
95666,181100.0,624.0,16.0,21.0,19.0,18.6666666667
95667,279600.0,655.090909091,560.0,548.0,635.0,581.0
95670,235800.0,594.818181818,817.0,645.0,737.0,733.0
95672,382100.0,745.0,166.0,164.0,171.0,167.0
95677,348700.0,757.5,303.0,273.0,326.0,300.666666667
95678,291300.0,732.666666667,510.0,572.0,569.0,550.333333333
95682,360100.0,702.2,366.0,361.0,417.0,381.333333333
95683,423300.0,793.0,35.0,34.0,39.0,36.0
95685,275600.0,616.5,63.0,65.0,67.0,65.0
95687,322200.0,621.555555556,609.0,643.0,662.0,638.0
95688,405900.0,603.0,453.0,433.0,452.0,446.0
95690,291400.0,731.0,25.0,28.0,26.0,26.3333333333
95691,295400.0,535.833333333,351.0,347.0,347.0,348.333333333
95692,227300.0,569.5,71.0,71.0,74.0,72.0
95693,527800.0,734.0,22.0,24.0,34.0,26.6666666667
95694,311000.0,599.333333333,94.0,107.0,159.0,120.0
95695,263400.0,623.615384615,582.0,710.0,746.0,679.333333333
95709,267200.0,739.0,41.0,36.0,30.0,35.6666666667
95713,285700.0,635.0,87.0,79.0,98.0,88.0
95722,407200.0,731.0,19.0,15.0,21.0,18.3333333333
95726,217800.0,732.0,75.0,77.0,105.0,85.6666666667
95742,343900.0,690.0,33.0,57.0,70.0,53.3333333333
95746,650400.0,739.2,247.0,263.0,234.0,248.0
95747,391600.0,735.75,950.0,1031.0,988.0,989.666666667
95757,378600.0,636.444444444,703.0,763.0,854.0,773.333333333
95758,293400.0,644.625,663.0,663.0,714.0,680.0
95762,532600.0,780.111111111,552.0,575.0,641.0,589.333333333
95765,405200.0,755.916666667,606.0,578.0,727.0,637.0
95776,285500.0,585.5,135.0,162.0,165.0,154.0
95814,337500.0,721.0,18.0,26.0,30.0,24.6666666667
95816,425100.0,643.5,108.0,114.0,167.0,129.666666667
95817,230400.0,648.0,66.0,83.0,106.0,85.0
95818,445800.0,592.857142857,307.0,334.0,406.0,349.0
95819,424500.0,619.333333333,158.0,188.0,196.0,180.666666667
95822,194800.0,612.125,677.0,751.0,876.0,768.0
95823,185300.0,577.307692308,956.0,944.0,1091.0,997.0
95824,144300.0,590.714285714,263.0,265.0,341.0,289.666666667
95826,244300.0,673.625,431.0,430.0,491.0,450.666666667
95827,224800.0,605.0,249.0,259.0,311.0,273.0
95828,203800.0,534.0,557.0,554.0,579.0,563.333333333
95829,301700.0,614.0,398.0,396.0,418.0,404.0
95831,356500.0,642.333333333,475.0,499.0,617.0,530.333333333
95832,170200.0,614.5,94.0,82.0,120.0,98.6666666667
95833,272900.0,632.333333333,295.0,301.0,289.0,295.0
95834,311500.0,625.0,260.0,284.0,299.0,281.0
95835,305200.0,585.857142857,494.0,546.0,575.0,538.333333333
95838,199200.0,569.2,526.0,608.0,629.0,587.666666667
95843,304600.0,698.3,639.0,670.0,717.0,675.333333333
95901,161900.0,540.9,391.0,396.0,447.0,411.333333333
95926,255500.0,639.857142857,787.0,799.0,831.0,805.666666667
95928,270100.0,666.0,191.0,200.0,250.0,213.666666667
95938,394100.0,610.666666667,70.0,68.0,73.0,70.3333333333
95945,285400.0,610.0,271.0,259.0,323.0,284.333333333
95949,335100.0,675.5,179.0,158.0,174.0,170.333333333
95953,163000.0,558.0,144.0,134.0,149.0,142.333333333
95954,160600.0,647.0,83.0,68.0,72.0,74.3333333333
95959,368800.0,645.6,170.0,190.0,191.0,183.666666667
95961,169400.0,490.6,423.0,441.0,480.0,448.0
95965,154100.0,666.6,158.0,174.0,177.0,169.666666667
95966,159000.0,585.8,563.0,556.0,630.0,583.0
95969,195000.0,616.5,240.0,245.0,273.0,252.666666667
95973,280800.0,555.0,12.0,13.0,11.0,12.0
95982,181800.0,608.5,78.0,71.0,56.0,68.3333333333
95987,177400.0,491.0,122.0,118.0,108.0,116.0
95991,189300.0,616.1,625.0,590.0,547.0,587.333333333
95993,242300.0,635.625,669.0,672.0,645.0,662.0
96001,217900.0,673.7,308.0,328.0,340.0,325.333333333
96002,209900.0,670.3,408.0,406.0,435.0,416.333333333
96003,234100.0,685.875,288.0,301.0,346.0,311.666666667
96007,174000.0,622.0,159.0,161.0,201.0,173.666666667
96013,121900.0,595.5,46.0,41.0,56.0,47.6666666667
96019,150900.0,705.333333333,182.0,154.0,176.0,170.666666667
96021,132100.0,568.5,153.0,161.0,154.0,156.0
96022,190200.0,636.0,149.0,172.0,200.0,173.666666667
96025,128900.0,675.0,16.0,14.0,13.0,14.3333333333
96055,133300.0,776.0,14.0,15.0,14.0,14.3333333333
96067,230200.0,674.0,36.0,37.0,49.0,40.6666666667
96073,313300.0,641.0,80.0,99.0,113.0,97.3333333333
96080,145500.0,658.333333333,339.0,325.0,335.0,333.0
96093,166700.0,553.5,57.0,60.0,59.0,58.6666666667
96094,147000.0,495.0,44.0,40.0,38.0,40.6666666667
96097,132300.0,673.666666667,133.0,135.0,147.0,138.333333333
96114,178500.0,677.0,26.0,30.0,34.0,30.0
96130,115800.0,559.333333333,173.0,149.0,130.0,150.666666667
96134,77700.0,601.5,37.0,46.0,41.0,41.3333333333
96137,313500.0,457.0,19.0,15.0,13.0,15.6666666667
96145,546300.0,578.0,62.0,67.0,62.0,63.6666666667
96150,342100.0,683.0,415.0,377.0,434.0,408.666666667
96161,500600.0,636.75,191.0,199.0,179.0,189.666666667
