Zip,zindex,el_avg_w,el_num11,el_num12,el_num13,el_num_avg
94114,1504000.0,715.625,1255.0,1268.0,1240.0,1254.33333333
94115,1285300.0,740.4,443.0,435.0,320.0,399.333333333
94116,930600.0,843.5,1548.0,1583.0,1567.0,1566.0
94117,1312000.0,664.5,132.0,137.0,146.0,138.333333333
94118,1618400.0,837.25,568.0,534.0,517.0,539.666666667
94121,1198300.0,822.2,1309.0,1242.0,1201.0,1250.66666667
94122,980300.0,885.8,962.0,1041.0,1006.0,1003.0
94123,2103500.0,860.0,628.0,622.0,579.0,609.666666667
94124,610100.0,675.0,319.0,314.0,285.0,306.0
94127,1259100.0,812.75,696.0,696.0,729.0,707.0
94131,1235800.0,705.857142857,494.0,529.0,524.0,515.666666667
94132,854100.0,871.5,176.0,206.0,193.0,191.666666667
94133,1173000.0,848.6,756.0,786.0,786.0,776.0
94134,677100.0,745.285714286,1266.0,1374.0,1426.0,1355.33333333
94301,2720900.0,811.333333333,164.0,177.0,135.0,158.666666667
94303,1384300.0,775.818181818,1805.0,1788.0,1578.0,1723.66666667
94305,2307200.0,866.5,112.0,123.0,131.0,122.0
94306,1905500.0,872.125,744.0,730.0,610.0,694.666666667
94401,703600.0,698.5,657.0,655.0,643.0,651.666666667
94402,1392400.0,713.142857143,972.0,952.0,1020.0,981.333333333
94403,960600.0,708.0,1129.0,1137.0,1147.0,1137.66666667
94404,1046800.0,882.75,454.0,475.0,488.0,472.333333333
94501,727800.0,815.5,1678.0,1600.0,1497.0,1591.66666667
94502,733400.0,919.5,168.0,155.0,154.0,159.0
94503,419400.0,683.666666667,397.0,498.0,568.0,487.666666667
94505,519100.0,799.0,56.0,52.0,52.0,53.3333333333
94506,1147500.0,925.5,120.0,135.0,108.0,121.0
94507,1463200.0,876.0,26.0,31.0,25.0,27.3333333333
94509,273500.0,713.909090909,1753.0,1777.0,1950.0,1826.66666667
94510,510400.0,785.833333333,136.0,120.0,117.0,124.333333333
94513,452000.0,780.923076923,1590.0,1616.0,1636.0,1614.0
94515,569800.0,735.0,365.0,393.0,339.0,365.666666667
94517,678500.0,791.5,68.0,79.0,65.0,70.6666666667
94518,521800.0,676.6,1208.0,1322.0,1279.0,1269.66666667
94519,414900.0,706.666666667,212.0,258.0,264.0,244.666666667
94520,339000.0,686.5,1459.0,1484.0,1463.0,1468.66666667
94521,499800.0,706.222222222,1093.0,1166.0,1125.0,1128.0
94523,596100.0,769.111111111,768.0,845.0,756.0,789.666666667
94525,377200.0,688.0,108.0,73.0,83.0,88.0
94526,990400.0,850.0,89.0,97.0,77.0,87.6666666667
94530,675600.0,734.0,650.0,647.0,723.0,673.333333333
94531,360800.0,748.222222222,1110.0,1080.0,1282.0,1157.33333333
94533,262000.0,735.571428571,1911.0,2019.0,2456.0,2128.66666667
94534,426900.0,800.111111111,680.0,816.0,796.0,764.0
94536,693800.0,812.142857143,2271.0,2536.0,1895.0,2234.0
94538,644400.0,788.214285714,2218.0,2506.0,1926.0,2216.66666667
94539,1192900.0,947.666666667,1699.0,1922.0,1094.0,1571.66666667
94541,436400.0,675.272727273,2037.0,2109.0,2252.0,2132.66666667
94542,669000.0,727.0,113.0,111.0,131.0,118.333333333
94544,443000.0,693.666666667,2297.0,2276.0,2341.0,2304.66666667
94545,455700.0,726.0,1875.0,1892.0,1865.0,1877.33333333
94546,581500.0,828.555555556,754.0,833.0,755.0,780.666666667
94547,457800.0,768.8,552.0,508.0,537.0,532.333333333
94549,1226400.0,808.0,23.0,27.0,23.0,24.3333333333
94550,672600.0,712.25,626.0,488.0,458.0,524.0
94551,563900.0,739.166666667,691.0,636.0,615.0,647.333333333
94552,823300.0,909.0,305.0,308.0,233.0,282.0
94553,460300.0,778.5,295.0,295.0,277.0,289.0
94555,722200.0,931.666666667,662.0,689.0,489.0,613.333333333
94556,1108400.0,940.0,42.0,41.0,36.0,39.6666666667
94558,494300.0,683.944444444,3309.0,3172.0,3272.0,3251.0
94559,469800.0,633.8,624.0,634.0,654.0,637.333333333
94560,581900.0,752.454545455,2169.0,2194.0,2166.0,2176.33333333
94561,337400.0,752.111111111,1021.0,1015.0,1152.0,1062.66666667
94563,1274300.0,838.0,17.0,22.0,18.0,19.0
94564,405100.0,720.5,901.0,740.0,785.0,808.666666667
94565,293900.0,718.470588235,4265.0,4451.0,4177.0,4297.66666667
94566,919800.0,844.5,531.0,608.0,554.0,564.333333333
94568,672000.0,845.285714286,474.0,500.0,537.0,503.666666667
94571,276100.0,720.666666667,156.0,139.0,154.0,149.666666667
94572,380500.0,755.0,121.0,98.0,105.0,108.0
94574,965100.0,731.5,359.0,315.0,298.0,324.0
94577,469000.0,721.875,2089.0,2091.0,2252.0,2144.0
94578,437300.0,739.666666667,475.0,473.0,499.0,482.333333333
94579,469700.0,820.25,857.0,860.0,905.0,874.0
94580,447900.0,747.0,2621.0,2550.0,2831.0,2667.33333333
94582,944400.0,935.125,822.0,940.0,724.0,828.666666667
94583,778700.0,887.111111111,479.0,537.0,449.0,488.333333333
94585,286000.0,780.5,420.0,443.0,459.0,440.666666667
94587,604100.0,777.75,2465.0,2525.0,2443.0,2477.66666667
94588,789400.0,884.666666667,455.0,562.0,524.0,513.666666667
94589,236000.0,719.9,1319.0,1391.0,1279.0,1329.66666667
94590,218200.0,713.4,590.0,665.0,570.0,608.333333333
94591,323100.0,731.5,729.0,818.0,785.0,777.333333333
94595,476400.0,871.0,24.0,25.0,25.0,24.6666666667
94596,804600.0,796.333333333,176.0,175.0,159.0,170.0
94597,657200.0,788.5,134.0,149.0,167.0,150.0
94598,826800.0,824.666666667,271.0,278.0,282.0,277.0
94599,760400.0,658.0,36.0,33.0,31.0,33.3333333333
94601,320000.0,740.411764706,2686.0,2707.0,2655.0,2682.66666667
94602,660100.0,741.5,469.0,450.0,421.0,446.666666667
94603,255500.0,715.818181818,1980.0,1899.0,1965.0,1948.0
94605,401400.0,709.0,709.0,724.0,594.0,675.666666667
94606,393700.0,748.833333333,1231.0,1212.0,1168.0,1203.66666667
94607,409500.0,782.571428571,587.0,590.0,634.0,603.666666667
94608,477100.0,748.0,505.0,522.0,562.0,529.666666667
94609,667700.0,640.0,211.0,212.0,214.0,212.333333333
94610,867900.0,712.0,970.0,991.0,958.0,973.0
94611,942300.0,824.333333333,511.0,462.0,533.0,502.0
94612,442700.0,655.0,208.0,232.0,220.0,220.0
94618,1021600.0,779.5,49.0,52.0,46.0,49.0
94619,533000.0,772.375,836.0,825.0,942.0,867.666666667
94621,231600.0,706.230769231,2042.0,2063.0,2196.0,2100.33333333
94702,688800.0,832.0,29.0,28.0,24.0,27.0
94703,729400.0,735.25,294.0,352.0,305.0,317.0
94704,790100.0,669.5,335.0,290.0,240.0,288.333333333
94705,1263400.0,744.0,198.0,195.0,161.0,184.666666667
94706,718100.0,846.2,722.0,458.0,526.0,568.666666667
94707,1003600.0,801.0,104.0,105.0,106.0,105.0
94708,997000.0,849.0,95.0,100.0,104.0,99.6666666667
94709,772100.0,810.0,42.0,54.0,41.0,45.6666666667
94710,662800.0,757.0,96.0,84.0,69.0,83.0
94801,236800.0,690.571428571,1275.0,1325.0,1204.0,1268.0
94803,429100.0,755.333333333,717.0,683.0,764.0,721.333333333
94804,299900.0,683.888888889,2195.0,2143.0,2189.0,2175.66666667
94805,390700.0,676.333333333,662.0,658.0,684.0,668.0
94806,293400.0,717.846153846,2950.0,2834.0,2954.0,2912.66666667
94901,878500.0,731.875,1491.0,1610.0,1712.0,1604.33333333
94903,772700.0,723.857142857,641.0,705.0,711.0,685.666666667
94904,1474800.0,789.0,50.0,52.0,55.0,52.3333333333
94925,1071700.0,787.0,29.0,32.0,30.0,30.3333333333
94928,414300.0,725.142857143,993.0,1005.0,1016.0,1004.66666667
94930,742200.0,670.0,19.0,22.0,18.0,19.6666666667
94931,437000.0,720.0,121.0,125.0,155.0,133.666666667
94939,1331000.0,725.0,37.0,56.0,66.0,53.0
94941,1273300.0,794.5,75.0,88.0,103.0,88.6666666667
94945,692300.0,709.666666667,218.0,223.0,233.0,224.666666667
94947,625300.0,760.166666667,481.0,537.0,544.0,520.666666667
94949,769200.0,809.5,336.0,367.0,364.0,355.666666667
94952,629400.0,810.75,137.0,136.0,148.0,140.333333333
94954,500000.0,795.666666667,519.0,546.0,541.0,535.333333333
94960,992700.0,846.0,22.0,22.0,15.0,19.6666666667
94965,1087800.0,809.0,33.0,46.0,52.0,43.6666666667
95003,728300.0,704.0,366.0,352.0,357.0,358.333333333
95004,499200.0,729.0,143.0,140.0,140.0,141.0
95006,413700.0,730.0,18.0,27.0,41.0,28.6666666667
95008,890500.0,748.4,1151.0,1249.0,1194.0,1198.0
95010,655600.0,700.0,91.0,95.0,111.0,99.0
95014,1549900.0,894.571428571,1831.0,1774.0,1770.0,1791.66666667
95020,595400.0,741.8,2998.0,2931.0,2938.0,2955.66666667
95023,404200.0,708.866666667,2270.0,2292.0,2372.0,2311.33333333
95030,2063400.0,873.0,196.0,200.0,128.0,174.666666667
95032,1335500.0,899.0,157.0,137.0,111.0,135.0
95035,729500.0,845.666666667,2858.0,2907.0,3123.0,2962.66666667
95037,779500.0,714.222222222,1296.0,1358.0,1262.0,1305.33333333
95045,471600.0,697.0,228.0,236.0,237.0,233.666666667
95046,862700.0,725.0,204.0,203.0,166.0,191.0
95050,762900.0,747.833333333,828.0,857.0,825.0,836.666666667
95051,859000.0,795.833333333,2166.0,2201.0,2175.0,2180.66666667
95054,816100.0,827.0,552.0,574.0,548.0,558.0
95060,757300.0,592.333333333,275.0,218.0,233.0,242.0
95062,677900.0,688.142857143,1116.0,1099.0,1056.0,1090.33333333
95065,661100.0,690.0,33.0,42.0,52.0,42.3333333333
95066,703100.0,719.666666667,52.0,52.0,51.0,51.6666666667
95070,2073100.0,877.428571429,554.0,630.0,700.0,628.0
95073,657000.0,709.333333333,231.0,264.0,280.0,258.333333333
95076,421400.0,664.038461538,7237.0,7171.0,7391.0,7266.33333333
95110,517500.0,799.666666667,731.0,765.0,716.0,737.333333333
95111,532700.0,742.083333333,3881.0,4017.0,3749.0,3882.33333333
95112,570500.0,732.333333333,1819.0,1769.0,1653.0,1747.0
95116,483700.0,745.416666667,2866.0,2896.0,2923.0,2895.0
95117,845300.0,816.333333333,424.0,438.0,471.0,444.333333333
95118,782000.0,739.444444444,1132.0,1207.0,1078.0,1139.0
95119,720100.0,795.333333333,378.0,357.0,336.0,357.0
95120,1195000.0,848.375,962.0,974.0,754.0,896.666666667
95121,610000.0,834.3,2648.0,2532.0,2343.0,2507.66666667
95122,499500.0,731.473684211,5657.0,5727.0,5038.0,5474.0
95123,683400.0,734.923076923,2287.0,2186.0,1987.0,2153.33333333
95124,896300.0,818.5,713.0,737.0,725.0,725.0
95125,955100.0,742.583333333,2046.0,1920.0,1761.0,1909.0
95126,673800.0,670.5,1392.0,1465.0,1409.0,1422.0
95127,548200.0,733.263157895,3992.0,3851.0,3631.0,3824.66666667
95128,743300.0,726.75,1270.0,1332.0,1227.0,1276.33333333
95129,1277400.0,900.777777778,1077.0,1125.0,1124.0,1108.66666667
95130,980700.0,847.75,605.0,606.0,621.0,610.666666667
95131,706700.0,714.0,1055.0,1095.0,1003.0,1051.0
95132,746900.0,841.3,2760.0,2592.0,2363.0,2571.66666667
95133,609700.0,758.6,1811.0,1819.0,1633.0,1754.33333333
95135,922500.0,911.666666667,455.0,462.0,563.0,493.333333333
95136,707200.0,760.2,827.0,791.0,775.0,797.666666667
95138,927000.0,886.5,219.0,219.0,231.0,223.0
95139,672600.0,741.0,253.0,263.0,273.0,263.0
95148,723200.0,818.363636364,2913.0,2968.0,2905.0,2928.66666667
95203,142900.0,670.25,520.0,520.0,579.0,539.666666667
95204,158400.0,689.142857143,819.0,756.0,761.0,778.666666667
95205,106800.0,647.875,1886.0,1825.0,1968.0,1893.0
95206,174900.0,650.47826087,4626.0,4653.0,4776.0,4685.0
95207,179100.0,723.0,1532.0,1454.0,1591.0,1525.66666667
95209,244100.0,759.75,1476.0,1392.0,1625.0,1497.66666667
95210,162500.0,752.0,1664.0,1583.0,1770.0,1672.33333333
95212,275800.0,757.111111111,1781.0,1706.0,1812.0,1766.33333333
95215,121900.0,674.285714286,1617.0,1718.0,1791.0,1708.66666667
95219,307600.0,777.4,536.0,567.0,588.0,563.666666667
95222,256700.0,780.0,51.0,58.0,59.0,56.0
95236,330600.0,703.5,153.0,238.0,256.0,215.666666667
95237,265300.0,695.0,74.0,94.0,128.0,98.6666666667
95240,219500.0,696.916666667,2176.0,2225.0,2416.0,2272.33333333
95242,306700.0,663.6,1300.0,1314.0,1506.0,1373.33333333
95247,324200.0,682.0,14.0,14.0,12.0,13.3333333333
95249,177700.0,644.0,23.0,26.0,31.0,26.6666666667
95252,245600.0,697.666666667,71.0,72.0,63.0,68.6666666667
95304,481900.0,709.2,193.0,197.0,238.0,209.333333333
95307,200600.0,759.928571429,3332.0,3313.0,3430.0,3358.33333333
95316,236400.0,640.0,291.0,260.0,222.0,257.666666667
95320,252200.0,705.25,506.0,502.0,569.0,525.666666667
95324,238100.0,698.666666667,443.0,458.0,457.0,452.666666667
95326,265800.0,721.2,620.0,586.0,638.0,614.666666667
95327,193300.0,776.0,17.0,14.0,18.0,16.3333333333
95328,138800.0,775.0,177.0,184.0,181.0,180.666666667
95330,288700.0,714.75,927.0,1065.0,1115.0,1035.66666667
95336,257800.0,723.083333333,1929.0,2035.0,2101.0,2021.66666667
95337,324500.0,768.25,556.0,550.0,600.0,568.666666667
95340,187400.0,704.5,2254.0,2207.0,2194.0,2218.33333333
95348,201300.0,743.75,1110.0,1053.0,1063.0,1075.33333333
95350,193400.0,718.588235294,1521.0,1464.0,1598.0,1527.66666667
95351,139200.0,721.75,3386.0,3414.0,3624.0,3474.66666667
95354,164400.0,716.666666667,562.0,554.0,582.0,566.0
95355,246900.0,786.3125,1612.0,1636.0,1713.0,1653.66666667
95356,265900.0,753.666666667,289.0,423.0,451.0,387.666666667
95357,231700.0,764.75,726.0,687.0,692.0,701.666666667
95358,173400.0,757.6,1905.0,1890.0,2046.0,1947.0
95361,258000.0,748.714285714,616.0,674.0,628.0,639.333333333
95363,252000.0,699.5,1661.0,1605.0,1580.0,1615.33333333
95365,96900.0,761.0,442.0,412.0,400.0,418.0
95366,339300.0,753.333333333,348.0,377.0,376.0,367.0
95367,233600.0,714.8,952.0,920.0,1026.0,966.0
95368,242000.0,741.5,627.0,643.0,695.0,655.0
95376,314800.0,728.0,3369.0,3439.0,3396.0,3401.33333333
95377,414600.0,782.2,750.0,764.0,843.0,785.666666667
95380,198100.0,670.375,1750.0,1791.0,1783.0,1774.66666667
95382,277100.0,737.833333333,1397.0,1388.0,1263.0,1349.33333333
95386,180200.0,707.4,490.0,502.0,610.0,534.0
95388,127000.0,761.8,953.0,866.0,915.0,911.333333333
95391,487100.0,819.0,103.0,121.0,354.0,192.666666667
95401,387500.0,745.25,370.0,370.0,377.0,372.333333333
95403,429600.0,731.0,453.0,448.0,484.0,461.666666667
95404,554600.0,701.5,210.0,244.0,249.0,234.333333333
95405,445700.0,767.5,119.0,126.0,126.0,123.666666667
95407,387700.0,773.5,2326.0,2355.0,2238.0,2306.33333333
95409,536500.0,791.75,181.0,190.0,192.0,187.666666667
95422,102200.0,721.0,188.0,208.0,197.0,197.666666667
95425,400200.0,668.666666667,390.0,429.0,416.0,411.666666667
95436,390500.0,723.0,38.0,32.0,29.0,33.0
95437,335900.0,691.75,371.0,359.0,354.0,361.333333333
95442,795000.0,690.0,93.0,87.0,92.0,90.6666666667
95446,338300.0,779.0,36.0,39.0,39.0,38.0
95448,584400.0,749.0,694.0,647.0,612.0,651.0
95451,204600.0,642.333333333,294.0,277.0,259.0,276.666666667
95453,217500.0,693.666666667,125.0,129.0,146.0,133.333333333
95461,232100.0,651.5,97.0,91.0,98.0,95.3333333333
95470,367300.0,660.0,121.0,135.0,125.0,127.0
95472,653200.0,734.0,202.0,214.0,191.0,202.333333333
95476,591300.0,646.111111111,1417.0,1442.0,1445.0,1434.66666667
95482,284700.0,675.181818182,1344.0,1343.0,1372.0,1353.0
95490,228600.0,676.5,215.0,192.0,226.0,211.0
95492,483600.0,685.6,1079.0,1107.0,1151.0,1112.33333333
95501,216800.0,686.333333333,259.0,234.0,188.0,227.0
95503,230600.0,734.0,254.0,282.0,255.0,263.666666667
95521,276100.0,647.0,43.0,44.0,29.0,38.6666666667
95540,244000.0,685.8,193.0,197.0,256.0,215.333333333
95562,181100.0,734.0,23.0,19.0,17.0,19.6666666667
95567,264200.0,710.0,94.0,93.0,85.0,90.6666666667
95603,340900.0,708.0,299.0,306.0,325.0,310.0
95605,173100.0,707.5,549.0,531.0,507.0,529.0
95608,430500.0,733.25,877.0,924.0,894.0,898.333333333
95610,241500.0,687.5,645.0,645.0,650.0,646.666666667
95616,578700.0,770.0,685.0,613.0,632.0,643.333333333
95618,536700.0,704.0,81.0,64.0,76.0,73.6666666667
95620,333400.0,663.8,892.0,867.0,846.0,868.333333333
95621,275000.0,726.142857143,439.0,407.0,388.0,411.333333333
95623,266900.0,652.0,13.0,13.0,21.0,15.6666666667
95624,329700.0,767.8125,2550.0,2521.0,2088.0,2386.33333333
95627,205300.0,671.5,246.0,267.0,268.0,260.333333333
95628,417000.0,700.833333333,403.0,423.0,384.0,403.333333333
95630,424600.0,847.923076923,542.0,587.0,605.0,578.0
95632,254700.0,734.444444444,1435.0,1466.0,1452.0,1451.0
95638,455200.0,661.0,83.0,82.0,86.0,83.6666666667
95640,227400.0,753.0,17.0,18.0,19.0,18.0
95642,257600.0,699.0,53.0,49.0,46.0,49.3333333333
95648,379300.0,726.909090909,796.0,794.0,822.0,804.0
95650,473700.0,795.0,15.0,14.0,11.0,13.3333333333
95655,301600.0,807.0,74.0,92.0,97.0,87.6666666667
95660,157400.0,749.909090909,1353.0,1434.0,1481.0,1422.66666667
95661,379100.0,803.625,381.0,407.0,399.0,395.666666667
95662,330800.0,765.428571429,216.0,215.0,223.0,218.0
95667,279600.0,716.0,230.0,235.0,269.0,244.666666667
95670,235800.0,707.416666667,1645.0,1555.0,1596.0,1598.66666667
95672,382100.0,689.0,44.0,46.0,47.0,45.6666666667
95677,348700.0,776.5,133.0,134.0,158.0,141.666666667
95678,291300.0,788.777777778,666.0,665.0,636.0,655.666666667
95682,360100.0,720.25,60.0,80.0,98.0,79.3333333333
95685,275600.0,698.0,12.0,13.0,18.0,14.3333333333
95687,322200.0,711.5,650.0,669.0,609.0,642.666666667
95688,405900.0,672.833333333,723.0,738.0,679.0,713.333333333
95690,291400.0,751.0,71.0,68.0,75.0,71.3333333333
95691,295400.0,719.857142857,1197.0,1186.0,1116.0,1166.33333333
95692,227300.0,718.0,103.0,134.0,107.0,114.666666667
95693,527800.0,787.0,30.0,30.0,34.0,31.3333333333
95694,311000.0,693.333333333,417.0,421.0,544.0,460.666666667
95695,263400.0,708.461538462,2314.0,2225.0,2251.0,2263.33333333
95709,267200.0,803.0,53.0,55.0,58.0,55.3333333333
95742,343900.0,857.0,95.0,100.0,92.0,95.6666666667
95746,650400.0,800.333333333,53.0,54.0,58.0,55.0
95747,391600.0,828.0,906.0,957.0,905.0,922.666666667
95757,378600.0,770.7,1409.0,1395.0,1117.0,1307.0
95758,293400.0,787.5,1059.0,1038.0,865.0,987.333333333
95762,532600.0,882.0,95.0,115.0,111.0,107.0
95765,405200.0,808.875,215.0,247.0,290.0,250.666666667
95776,285500.0,696.5,703.0,694.0,666.0,687.666666667
95814,337500.0,741.0,72.0,65.0,54.0,63.6666666667
95816,425100.0,782.0,225.0,263.0,156.0,214.666666667
95817,230400.0,735.75,247.0,251.0,252.0,250.0
95818,445800.0,708.0,780.0,825.0,639.0,748.0
95819,424500.0,769.25,184.0,193.0,148.0,175.0
95822,194800.0,739.333333333,1634.0,1560.0,1387.0,1527.0
95823,185300.0,714.357142857,4128.0,4030.0,3653.0,3937.0
95824,144300.0,736.571428571,1849.0,1808.0,1562.0,1739.66666667
95826,244300.0,772.571428571,574.0,566.0,505.0,548.333333333
95827,224800.0,739.2,604.0,576.0,451.0,543.666666667
95828,203800.0,736.75,2538.0,2506.0,2172.0,2405.33333333
95829,301700.0,788.0,1004.0,1022.0,814.0,946.666666667
95831,356500.0,775.666666667,917.0,968.0,829.0,904.666666667
95832,170200.0,719.5,440.0,461.0,448.0,449.666666667
95833,272900.0,723.166666667,1082.0,1063.0,1052.0,1065.66666667
95834,311500.0,791.0,697.0,789.0,805.0,763.666666667
95835,305200.0,789.0,955.0,1032.0,1081.0,1022.66666667
95838,199200.0,737.9,2003.0,2058.0,2079.0,2046.66666667
95843,304600.0,794.2,1181.0,1311.0,1393.0,1295.0
95901,161900.0,718.625,707.0,686.0,704.0,699.0
95926,255500.0,705.909090909,842.0,876.0,787.0,835.0
95928,270100.0,698.6,445.0,420.0,399.0,421.333333333
95938,394100.0,659.333333333,83.0,93.0,88.0,88.0
95945,285400.0,662.666666667,53.0,60.0,82.0,65.0
95953,163000.0,742.333333333,533.0,543.0,494.0,523.333333333
95961,169400.0,741.8,1434.0,1358.0,1348.0,1380.0
95965,154100.0,767.0,303.0,279.0,248.0,276.666666667
95966,159000.0,695.625,714.0,682.0,600.0,665.333333333
95969,195000.0,678.0,20.0,17.0,16.0,17.6666666667
95973,280800.0,704.0,34.0,26.0,20.0,26.6666666667
95982,181800.0,675.0,17.0,19.0,16.0,17.3333333333
95987,177400.0,674.25,592.0,622.0,644.0,619.333333333
95991,189300.0,744.636363636,1568.0,1524.0,1556.0,1549.33333333
95993,242300.0,736.625,1152.0,1204.0,1175.0,1177.0
96001,217900.0,702.0,15.0,21.0,18.0,18.0
96002,209900.0,770.2,210.0,209.0,245.0,221.333333333
96003,234100.0,806.5,34.0,43.0,56.0,44.3333333333
96007,174000.0,704.5,94.0,81.0,122.0,99.0
96019,150900.0,659.0,19.0,15.0,13.0,15.6666666667
96021,132100.0,723.333333333,705.0,734.0,777.0,738.666666667
96022,190200.0,725.0,26.0,24.0,14.0,21.3333333333
96055,133300.0,794.333333333,125.0,128.0,136.0,129.666666667
96080,145500.0,717.571428571,362.0,329.0,410.0,367.0
96094,147000.0,729.0,21.0,25.0,23.0,23.0
96097,132300.0,738.0,28.0,29.0,17.0,24.6666666667
96130,115800.0,698.0,49.0,47.0,60.0,52.0
96134,77700.0,665.5,147.0,169.0,170.0,162.0
96143,362100.0,678.0,44.0,50.0,79.0,57.6666666667
96145,546300.0,636.5,215.0,212.0,198.0,208.333333333
96150,342100.0,673.6,758.0,774.0,833.0,788.333333333
96161,500600.0,683.6,491.0,482.0,503.0,492.0
