Zip,zindex,hi_avg_w,hi_num11,hi_num12,hi_num13,hi_num_avg,,zindex rank,avg_w rank,,,,
94134,677100,675.2857143,595,644,684,641,,868,33,,,,
94301,2720900,777.6666667,151,165,200,172,,1124,666.5,,,,
94303,1384300,771.0909091,1750,1883,1748,1793.666667,,1089,611,,,,
94305,2307200,860.5,93,113,123,109.6666667,,1119,1054,,,,
94306,1905500,793.5714286,430,440,441,437,,1110,793.5,,,,
94401,703600,707.75,764,779,759,767.3333333,,894,119.5,,,,
94402,1392400,694.875,1191,1248,1296,1245,,1091,74,,,,
94403,960600,727.25,1412,1471,1476,1453,,1018,242.5,,,,
94404,1046800,787.25,149,152,168,156.3333333,,1039,746,,,,
94501,727800,793.2666667,840,887,953,893.3333333,,911,788,,,,
94502,733400,907,55,55,67,59,,918,1119,,,,
94503,419400,716.3333333,496,654,776,642,,551,169.5,,,,
94505,519100,811,116,107,119,114,,713,880.5,,,,
94506,1147500,914.5,135,156,155,148.6666667,,1053,1123,,,,
94507,1463200,890.6666667,104,85,86,91.66666667,,1096,1105.5,,,,
94509,273500,737.2,2810,2893,3028,2910.333333,,289,310.5,,,,
94510,510400,835.3333333,606,602,622,610,,699,972,,,,
94513,452000,766.1428571,2625,2712,2844,2727,,610.5,564,,,,
94515,569800,756.5,426,450,465,447,,760,487,,,,
94517,678500,844.5,124,157,136,139,,871,1003.5,,,,
94518,521800,702.6,1395,1538,1587,1506.666667,,715,95,,,,
94519,414900,659.25,301,334,329,321.3333333,,541,17,,,,
94520,339000,703.75,1686,1649,1674,1669.666667,,405,97,,,,
94521,499800,736.4444444,1615,1758,1846,1739.666667,,688,303.5,,,,
94523,596100,793.1111111,1110,1202,1247,1186.333333,,787,786,,,,
94525,377200,744.5,208,199,209,205.3333333,,462,376,,,,
94526,990400,883.8888889,478,461,467,468.6666667,,1026,1096,,,,
94530,675600,742,630,647,682,653,,865,356.5,,,,
94531,360800,765.5555556,1734,1842,1832,1802.666667,,435,558,,,,
94533,262000,745,3095,3314,3750,3386.333333,,269,380,,,,
94534,426900,826.1111111,1369,1475,1527,1457,,568,933,,,,
94536,693800,739.9333333,1458,1380,1491,1443,,885,337,,,,
94538,644400,737.2666667,1880,1798,1968,1882,,829,313,,,,
94539,1192900,749.8,125,119,112,118.6666667,,1063,428,,,,
94541,436400,679.6666667,2717,2804,2981,2834,,586,42,,,,
94542,669000,720,151,146,173,156.6666667,,859,189,,,,
94544,443000,665.1818182,2704,2710,2800,2738,,593,22,,,,
94545,455700,744.4444444,2340,2431,2504,2425,,616.5,375,,,,
94546,581500,784.3636364,1365,1380,1451,1398.666667,,777,725,,,,
94547,457800,750,446,450,457,451,,621,430.5,,,,
94549,1226400,891.5,242,244,246,244,,1070,1108,,,,
94550,672600,777.5555556,1278,1415,1378,1357,,862.5,665,,,,
94551,563900,791.3333333,1018,1091,1107,1072,,757,775,,,,
94552,823300,891.25,383,402,405,396.6666667,,976,1107,,,,
94553,460300,773.2857143,761,785,804,783.3333333,,623,628,,,,
94555,722200,845.5,73,84,84,80.33333333,,906,1009,,,,
94556,1108400,932.6,169,173,184,175.3333333,,1049,1128,,,,
94558,494300,727.4210526,4832,4740,4889,4820.333333,,680,248,,,,
94559,469800,676.6,828,851,866,848.3333333,,641,34,,,,
94560,581900,749.5833333,2403,2461,2443,2435.666667,,778,427,,,,
94561,337400,778.7777778,2332,2430,2532,2431.333333,,400,680,,,,
94563,1274300,914.75,114,120,117,117,,1076,1124,,,,
94564,405100,726.3333333,1092,997,999,1029.333333,,517,231,,,,
94565,293900,729.7058824,5326,5726,5542,5531.333333,,326,268,,,,
94566,919800,819.25,608,629,646,627.6666667,,1006,914,,,,
94568,672000,845.1428571,562,636,645,614.3333333,,861,1008,,,,
94571,276100,770.6666667,234,253,275,254,,296.5,602.5,,,,
94572,380500,729,153,145,143,147,,470,259.5,,,,
94574,965100,762.25,465,486,495,482,,1019,532,,,,
94577,469000,727.25,2424,2448,2533,2468.333333,,638,242.5,,,,
94578,437300,722.3333333,457,471,512,480,,588,211,,,,
94579,469700,769,687,679,656,674,,640,589.5,,,,
94580,447900,745.2,3060,3137,3193,3130,,606,382,,,,
94582,944400,881.3333333,399,402,415,405.3333333,,1015,1094,,,,
94583,778700,862.2222222,699,672,727,699.3333333,,951,1060,,,,
94585,286000,793.25,581,607,682,623.3333333,,314,787,,,,
94587,604100,757.75,1900,2005,2038,1981,,796,503,,,,
94588,789400,826.3333333,367,358,348,357.6666667,,956,934,,,,
94589,236000,727.2,1562,1677,1675,1638,,228,240,,,,
94590,218200,722.6,702,821,799,774,,196,212,,,,
94591,323100,748,969,1117,1149,1078.333333,,374,409,,,,
94595,476400,857,27,35,34,32,,651,1046.5,,,,
94596,804600,806.3333333,186,178,173,179,,966,860,,,,
94597,657200,816.5,163,180,198,180.3333333,,846,901,,,,
94598,826800,837,312,371,440,374.3333333,,977,977,,,,
94599,760400,714,57,47,47,50.33333333,,936,153.5,,,,
94601,320000,749.0588235,2814,2914,3059,2929,,367,424,,,,
94602,660100,747,412,392,369,391,,851,394,,,,
94603,255500,733.4545455,2162,2179,2295,2212,,257.5,283,,,,
94605,401400,738.7857143,871,902,835,869.3333333,,506,329,,,,
94606,393700,718,692,715,690,699,,489,178.5,,,,
94607,409500,796,232,243,255,243.3333333,,529,807,,,,
94608,477100,771.1666667,549,635,694,626,,652,612,,,,
94609,667700,651,150,150,155,151.6666667,,858,12,,,,
94610,867900,748.4,573,663,777,671,,994,414,,,,
94611,942300,834.2222222,552,546,633,577,,1014,966,,,,
94612,442700,720.3333333,250,281,297,276,,592,190.5,,,,
94618,1021600,850,106,107,101,104.6666667,,1034,1026.5,,,,
94619,533000,788.1111111,853,917,945,905,,728,754,,,,
94621,231600,712.3846154,2087,2176,2333,2198.666667,,220,145,,,,
94702,688800,886,38,39,35,37.33333333,,880,1099,,,,
94703,729400,804.25,450,546,520,505.3333333,,913,845,,,,
94704,790100,729.5,469,438,471,459.3333333,,958,266.5,,,,
94705,1263400,773,277,262,241,260,,1074,625.5,,,,
94706,718100,837.4,368,456,479,434.3333333,,901,979,,,,
94707,1003600,828,152,140,152,148,,1030,941,,,,
94708,997000,840,98,89,103,96.66666667,,1029,990,,,,
94709,772100,841,50,49,47,48.66666667,,946,993,,,,
94710,662800,798,105,105,94,101.3333333,,853,814.5,,,,
94801,236800,705.2857143,1438,1500,1517,1485,,230,104,,,,
94803,429100,756.8333333,733,776,832,780.3333333,,570,489,,,,
94804,299900,691.4444444,2393,2436,2471,2433.333333,,333,65,,,,
94805,390700,693.3333333,693,726,728,715.6666667,,487,70,,,,
94806,293400,708.7857143,3278,3380,3439,3365.666667,,323.5,125,,,,
94901,878500,734.1111111,1706,1819,1944,1823,,995,287,,,,
94903,772700,735.8571429,887,885,871,881,,947,297,,,,
94904,1474800,849.5,65,75,93,77.66666667,,1097,1022,,,,
94920,2292800,903.5,38,42,36,38.66666667,,1117,1115,,,,
94924,1427700,706,16,12,13,13.66666667,,1093,110,,,,
94925,1071700,832,60,53,59,57.33333333,,1043,957.5,,,,
94928,414300,756.8888889,1378,1441,1494,1437.666667,,538,490,,,,
94930,742200,771.5,63,71,81,71.66666667,,924,615,,,,
94931,437000,730,145,158,195,166,,587,269,,,,
94939,1331000,829,145,162,180,162.3333333,,1084,945,,,,
94941,1273300,861,166,195,202,187.6666667,,1075,1056.5,,,,
94945,692300,737.3333333,312,301,335,316,,883.5,314,,,,
94947,625300,799.3333333,701,799,811,770.3333333,,814,821,,,,
94949,769200,802,350,400,419,389.6666667,,944,833.5,,,,
94952,629400,818.8,185,175,201,187,,818,911,,,,
94954,500000,784.3333333,534,580,603,572.3333333,,689,723.5,,,,
94957,2417300,970,11,12,17,13.33333333,,1121,1130,,,,
94960,992700,780,59,68,72,66.33333333,,1028,691,,,,
94965,1087800,822,51,60,64,58.33333333,,1045,919,,,,
95003,728300,751.4,705,701,741,715.6666667,,912,441,,,,
95004,499200,748,182,187,185,184.6666667,,686,409,,,,
95006,413700,760.5,197,248,273,239.3333333,,534,519.5,,,,
95008,890500,781.1666667,1312,1399,1428,1379.666667,,999,697,,,,
95010,655600,756,194,199,212,201.6666667,,843,482,,,,
95014,1549900,782.5,638,699,740,692.3333333,,1100,708.5,,,,
95018,473700,775.6666667,114,140,141,131.6666667,,647.5,652,,,,
95020,595400,772.8,5590,5522,5718,5610,,786,624,,,,
95023,404200,723.3125,4687,4771,4926,4794.666667,,513.5,214,,,,
95030,2063400,823,282,279,301,287.3333333,,1112,922,,,,
95032,1335500,877.75,142,161,175,159.3333333,,1085,1090,,,,
95033,925200,843.3333333,38,42,39,39.66666667,,1008,1001,,,,
95035,729500,750.7692308,1597,1512,1508,1539,,914,437,,,,
95037,779500,724.9090909,2458,2447,2470,2458.333333,,952,220,,,,
95045,471600,720.5,378,375,378,377,,644,194,,,,
95046,862700,740,248,250,228,242,,992,340,,,,
95050,762900,726.5,863,882,846,863.6666667,,937,233.5,,,,
95051,859000,738.9090909,1936,1891,1956,1927.666667,,990,330,,,,
95054,816100,755,374,394,424,397.3333333,,972,470,,,,
95060,757300,679.1428571,576,571,642,596.3333333,,935,41,,,,
95062,677900,685.5555556,1478,1462,1470,1470,,869,51,,,,
95065,661100,735,62,77,86,75,,852,293,,,,
95066,703100,825.6666667,198,214,215,209,,893,930,,,,
95070,2073100,827.8,420,456,464,446.6666667,,1113,939,,,,
95073,657000,733.6666667,415,454,474,447.6666667,,845,284,,,,
95076,421400,694.2692308,9647,9885,10176,9902.666667,,554,71,,,,
95110,517500,806.3333333,865,906,939,903.3333333,,709,860,,,,
95111,532700,729.1666667,4052,4164,4134,4116.666667,,727,262,,,,
95112,570500,722.1666667,1950,1881,1947,1926,,762,209,,,,
95116,483700,752.4166667,3349,3484,3584,3472.333333,,662,451,,,,
95117,845300,738.25,427,454,510,463.6666667,,983,323.5,,,,
95118,782000,758.2222222,1849,2018,2018,1961.666667,,954,504,,,,
95119,720100,777.6666667,573,587,543,567.6666667,,905,666.5,,,,
95120,1195000,832.875,1042,1009,953,1001.333333,,1064,961,,,,
95121,610000,775.4,2114,1976,1871,1987,,801,646,,,,
95122,499500,727.8947368,6050,6068,5855,5991,,687,251,,,,
95123,683400,724.9230769,3283,3279,3303,3288.333333,,877,222,,,,
95124,896300,805.1,1151,1184,1215,1183.333333,,1001,854,,,,
95125,955100,746.4615385,3250,3141,3155,3182,,1016,389,,,,
95126,673800,710.75,2254,2305,2451,2336.666667,,864,138,,,,
95127,548200,732.5263158,4993,4819,4901,4904.333333,,745,275,,,,
95128,743300,742.75,1522,1599,1646,1589,,925,367,,,,
95129,1277400,782,319,326,353,332.6666667,,1077,702.5,,,,
95130,980700,814.75,610,633,624,622.3333333,,1022,896,,,,
95131,706700,658.8,651,813,805,756.3333333,,897,15,,,,
95132,746900,740.5,1199,1314,1395,1302.666667,,926.5,345,,,,
95133,609700,720.5,1692,1705,1763,1720,,799,194,,,,
95135,922500,849.6666667,237,251,218,235.3333333,,1007,1023,,,,
95136,707200,750.2,1024,1014,1063,1033.666667,,898,432,,,,
95138,927000,835.5,152,134,116,134,,1010,973.5,,,,
95139,672600,721.5,421,434,427,427.3333333,,862.5,204,,,,
95148,723200,754.8181818,2822,2650,2668,2713.333333,,907,467,,,,
95203,142900,689.75,811,848,868,842.3333333,,68,60,,,,
95204,158400,720.625,1697,1772,1758,1742.333333,,90,196,,,,
95205,106800,665.25,2540,2670,2764,2658,,18,23,,,,
95206,174900,668.5217391,6110,6197,6369,6225.333333,,126,25,,,,
95207,179100,739.3076923,2698,2780,3026,2834.666667,,135,333,,,,
95209,244100,745.6923077,1829,1900,1980,1903,,240,385,,,,
95210,162500,741.5,1393,1356,1392,1380.333333,,100.5,352.5,,,,
95212,275800,765.3333333,1864,1890,1896,1883.333333,,295,557,,,,
95215,121900,716.7142857,2585,2676,2680,2647,,36.5,173,,,,
95219,307600,787.8,859,921,988,922.6666667,,350,749,,,,
95222,256700,798,81,88,106,91.66666667,,259,814.5,,,,
95228,328200,779,27,22,29,26,,384.5,681.5,,,,
95236,330600,753,374,377,403,384.6666667,,387,454,,,,
95237,265300,713,98,139,176,137.6666667,,275.5,147,,,,
95240,219500,702.7692308,2581,2679,2732,2664,,198,96,,,,
95242,306700,690.2,1928,1971,2040,1979.666667,,348,63,,,,
95247,324200,716,19,19,20,19.33333333,,377,166,,,,
95249,177700,733,107,138,170,138.3333333,,132,279,,,,
95252,245600,763.3333333,187,199,221,202.3333333,,242,545,,,,
95304,481900,757,450,473,528,483.6666667,,659,492,,,,
95307,200600,751.0666667,4916,4931,4972,4939.666667,,172.5,440,,,,
95316,236400,709.4,442,432,401,425,,229,132,,,,
95320,252200,737.25,784,780,789,784.3333333,,248.5,312,,,,
95321,209900,771,34,36,38,36,,183.5,608,,,,
95324,238100,727.3333333,471,498,529,499.3333333,,231,246.5,,,,
95326,265800,752.4,934,923,946,934.3333333,,277,449.5,,,,
95327,193300,762,44,45,50,46.33333333,,159,529,,,,
95328,138800,765,248,271,296,271.6666667,,66,553.5,,,,
95330,288700,721,1370,1397,1450,1405.666667,,316,199.5,,,,
95336,257800,727.3076923,3974,4009,4121,4034.666667,,262,244,,,,
95337,324500,775.5,984,963,988,978.3333333,,378,647.5,,,,
95338,224400,788,92,99,120,103.6666667,,202,752,,,,
95340,187400,711.7647059,4085,4046,3992,4041,,150,142,,,,
95348,201300,762.5,1816,1863,1952,1877,,174,533,,,,
95350,193400,742,3208,3200,3220,3209.333333,,160,356.5,,,,
95351,139200,716.3076923,4752,4731,4839,4774,,67,168,,,,
95354,164400,742.6666667,981,986,998,988.3333333,,103,365.5,,,,
95355,246900,810.625,3761,3884,3909,3851.333333,,244,877,,,,
95356,265900,768,586,870,927,794.3333333,,278,580.5,,,,
95357,231700,793.75,1306,1302,1288,1298.666667,,221,797,,,,
95358,173400,736.7272727,2507,2529,2628,2554.666667,,117.5,306,,,,
95361,258000,770.625,1045,1139,1104,1096,,263,601,,,,
95363,252000,710.4285714,2682,2737,2755,2724.666667,,247,137,,,,
95365,96900,774,535,536,516,529,,11,635.5,,,,
95366,339300,784.8333333,673,738,732,714.3333333,,406,731,,,,
95367,233600,705.5,1523,1577,1644,1581.333333,,223,106,,,,
95368,242000,763.5,1140,1170,1137,1149,,236.5,546.5,,,,
95370,217900,740.25,247,233,269,249.6666667,,194.5,344,,,,
95372,206100,806,58,63,62,61,,180,856.5,,,,
95376,314800,739.8333333,4975,4988,5151,5038,,359,336,,,,
95377,414600,792.2,1136,1202,1259,1199,,539,780,,,,
95379,164600,784.5,63,57,69,63,,104,727.5,,,,
95380,198100,677.1111111,2774,2843,2963,2860,,167,36,,,,
95382,277100,762,2240,2322,2320,2294,,298.5,529,,,,
95386,180200,733.2,998,1014,1048,1020,,138,281,,,,
95388,127000,771.4,1120,1109,1148,1125.666667,,43,613.5,,,,
95391,487100,807.6666667,227,229,256,237.3333333,,669.5,866,,,,
95401,387500,747.75,501,495,510,502,,481,405,,,,
95403,429600,750.5,594,633,668,631.6666667,,571,433.5,,,,
95404,554600,741,244,286,308,279.3333333,,752,347.5,,,,
95405,445700,796.25,286,298,317,300.3333333,,596,808,,,,
95407,387700,779.625,2566,2663,2549,2592.666667,,482,684,,,,
95409,536500,816,311,325,342,326,,731,897.5,,,,
95422,102200,715,293,309,322,308,,14,162.5,,,,
95423,150500,664,21,16,19,18.66666667,,78,21,,,,
95425,400200,697,507,521,540,522.6666667,,502,81.5,,,,
95436,390500,749,72,64,58,64.66666667,,486,422,,,,
95437,335900,742.5,544,542,536,540.6666667,,398,360.5,,,,
95442,795000,690,100,87,98,95,,962,61.5,,,,
95446,338300,799,46,45,53,48,,403.5,819.5,,,,
95448,584400,768.2,887,851,833,857,,780,584,,,,
95451,204600,706.25,436,432,461,443,,177,114,,,,
95453,217500,756.3333333,233,245,269,249,,192,484,,,,
95458,118300,745,31,22,34,29,,32,380,,,,
95460,537600,782,13,23,19,18.33333333,,733,702.5,,,,
95461,232100,741,245,240,239,241.3333333,,222,347.5,,,,
95465,830700,854,27,25,22,24.66666667,,979,1037.5,,,,
95470,367300,696,164,169,157,163.3333333,,445,77,,,,
95472,653200,783,403,451,483,445.6666667,,840.5,713.5,,,,
95476,591300,677,1598,1653,1737,1662.666667,,785,35,,,,
95482,284700,659.2307692,1734,1810,1900,1814.666667,,309,16,,,,
95490,228600,694.75,291,296,313,300,,212,73,,,,
95492,483600,699.3333333,1570,1607,1732,1636.333333,,661,89,,,,
95501,216800,720.5,313,286,312,303.6666667,,191,194,,,,
95503,230600,757.5,251,267,246,254.6666667,,217,498,,,,
95519,264500,760.75,119,115,123,119,,273,522,,,,
95521,276100,745.75,153,155,171,159.6666667,,296.5,386,,,,
95540,244000,727.2,346,354,413,371,,239,240,,,,
95562,181100,780,49,36,40,41.66666667,,142.5,691,,,,
95567,264200,724,112,110,99,107,,272,218,,,,
95603,340900,713.375,575,579,577,577,,409,149,,,,
95605,173100,705,608,620,683,637,,115,102.5,,,,
95608,430500,734.2666667,1150,1189,1344,1227.666667,,574,288,,,,
95610,241500,684.1666667,645,724,782,717,,234,47,,,,
95614,303700,740,24,21,18,21,,343,340,,,,
95616,578700,772.25,883,914,916,904.3333333,,773,619,,,,
95618,536700,740,138,136,135,136.3333333,,732,340,,,,
95620,333400,668.8333333,1359,1377,1388,1374.666667,,394,26,,,,
95621,275000,727.7142857,591,543,571,568.3333333,,291,250,,,,
95623,266900,748,87,71,103,87,,281,409,,,,
95624,329700,785.3888889,2762,2792,2867,2807,,386,735,,,,
95627,205300,723.5,425,415,426,422,,178,215,,,,
95628,417000,754.4285714,671,698,743,704,,547,463,,,,
95630,424600,851.3571429,699,756,821,758.6666667,,564,1032,,,,
95631,277400,756.6666667,58,57,53,56,,300,488,,,,
95632,254700,759.1111111,2346,2371,2405,2374,,254,506,,,,
95634,224900,799,31,28,17,25.33333333,,204.5,819.5,,,,
95638,455200,697,119,116,121,118.6666667,,615,81.5,,,,
95640,227400,754,51,55,55,53.66666667,,210,459.5,,,,
95642,257600,727.3333333,256,261,248,255,,261,246.5,,,,
95648,379300,776.4545455,1542,1556,1633,1577,,468,656,,,,
95650,473700,854.5,219,243,244,235.3333333,,647.5,1039.5,,,,
95655,301600,802.5,77,96,103,92,,336,836.5,,,,
95658,520100,874,37,38,40,38.33333333,,714,1080,,,,
95660,157400,742.6,1300,1478,1615,1464.333333,,89,363.5,,,,
95661,379100,814.1111111,641,642,687,656.6666667,,467,895,,,,
95662,330800,801.2,538,534,536,536,,388,831,,,,
95663,509500,899,18,16,21,18.33333333,,698,1113,,,,
95666,181100,861,16,17,18,17,,142.5,1056.5,,,,
95667,279600,756.3333333,831,882,937,883.3333333,,303,484,,,,
95670,235800,730.5454545,1368,1370,1442,1393.333333,,227,270,,,,
95672,382100,798.6666667,200,210,206,205.3333333,,473,817,,,,
95677,348700,839.8,322,296,329,315.6666667,,420,988,,,,
95678,291300,769.9,1097,1148,1155,1133.333333,,319,595,,,,
95682,360100,812.8,338,362,402,367.3333333,,434,887,,,,
95683,423300,864,61,60,58,59.66666667,,560,1065,,,,
95685,275600,714.3333333,124,128,138,130,,294,157,,,,
95687,322200,768.2222222,1422,1574,1643,1546.333333,,373,585,,,,
95688,405900,742.5714286,1330,1381,1442,1384.333333,,521,362,,,,
95690,291400,745,77,77,80,78,,320,380,,,,
95691,295400,693.125,1494,1591,1586,1557,,328,69,,,,
95692,227300,789.3333333,269,273,259,267,,208,761,,,,
95693,527800,845,74,61,69,68,,719,1006.5,,,,
95694,311000,721.6666667,554,575,718,615.6666667,,353,206,,,,
95695,263400,736.6923077,3596,3554,3586,3578.666667,,271,305,,,,
95709,267200,825,65,64,76,68.33333333,,283.5,928,,,,
95713,285700,759.5,66,66,61,64.33333333,,313,510,,,,
95726,217800,752,54,59,66,59.66666667,,193,447,,,,
95742,343900,839,64,69,71,68,,413,983.5,,,,
95746,650400,868.25,207,210,216,211,,834,1074,,,,
95747,391600,833.9166667,1240,1236,1254,1243.333333,,488,964,,,,
95757,378600,799.6,1812,1881,1906,1866.333333,,466,823,,,,
95758,293400,799.5,1356,1409,1452,1405.666667,,323.5,822,,,,
95762,532600,875.4444444,546,566,613,575,,726,1083,,,,
95765,405200,872.5,842,821,873,845.3333333,,518.5,1077,,,,
95776,285500,729.5,1083,1058,1073,1071.333333,,311.5,266.5,,,,
95814,337500,740,102,99,99,100,,401,340,,,,
95816,425100,800,469,509,495,491,,566,826,,,,
95817,230400,718.2,415,438,471,441.3333333,,216,180.5,,,,
95818,445800,729.2857143,1172,1185,1228,1195,,597.5,263,,,,
95819,424500,783,418,452,433,434.3333333,,562,713.5,,,,
95822,194800,738.3333333,1804,1783,1811,1799.333333,,162,325,,,,
95823,185300,717.6,3369,3388,3537,3431.333333,,148,177,,,,
95824,144300,714.7142857,1338,1333,1318,1329.666667,,71,161,,,,
95826,244300,774.25,776,722,796,764.6666667,,241,638,,,,
95827,224800,737.6,581,539,542,554,,203,316,,,,
95828,203800,706.1,1798,1816,1818,1810.666667,,175,112,,,,
95829,301700,788.2,963,1008,1025,998.6666667,,337,755,,,,
95831,356500,782.2,1037,1075,1096,1069.333333,,427,705,,,,
95832,170200,706,186,197,229,204,,111,110,,,,
95833,272900,731.5,1437,1447,1504,1462.666667,,288,272,,,,
95834,311500,779,937,937,943,939,,354,681.5,,,,
95835,305200,770,1192,1232,1296,1240,,347,597.5,,,,
95838,199200,726,1589,1760,1911,1753.333333,,169,227.5,,,,
95843,304600,786.6363636,1039,1090,1178,1102.333333,,345,740,,,,
95901,161900,747.5454545,962,1050,1109,1040.333333,,99,401,,,,
95926,255500,729.4375,1251,1365,1402,1339.333333,,257.5,265,,,,
95928,270100,747.6666667,571,599,619,596.3333333,,286,404,,,,
95938,394100,708.6666667,144,153,154,150.3333333,,490,124,,,,
95945,285400,744,244,246,281,257,,310,373.5,,,,
95949,335100,810,120,135,133,129.3333333,,397,874,,,,
95953,163000,743.6,745,787,754,762,,102,371.5,,,,
95954,160600,751.5,78,71,53,67.33333333,,96,442,,,,
95959,368800,783.5,65,75,84,74.66666667,,447,716,,,,
95961,169400,748.5454545,1536,1550,1621,1569,,108,416,,,,
95965,154100,737,152,177,189,172.6666667,,85,308,,,,
95966,159000,725.1,694,726,780,733.3333333,,92,223,,,,
95969,195000,756.3333333,238,237,255,243.3333333,,163,484,,,,
95973,280800,735,48,47,36,43.66666667,,308,293,,,,
95982,181800,713.5,128,132,130,130,,144,151.5,,,,
95987,177400,699.75,708,758,783,749.6666667,,131,90,,,,
95991,189300,741.6923077,2315,2325,2408,2349.333333,,153,355,,,,
95993,242300,762.75,1295,1328,1366,1329.666667,,238,537,,,,
96001,217900,817.625,357,362,389,369.3333333,,194.5,906,,,,
96002,209900,771,510,521,581,537.3333333,,183.5,608,,,,
96003,234100,810.5,248,287,278,271,,225,876,,,,
96007,174000,762.875,266,294,365,308.3333333,,121,538,,,,
96013,121900,763,44,59,60,54.33333333,,36.5,539.5,,,,
96019,150900,784.6666667,152,173,162,162.3333333,,79,730,,,,
96021,132100,757.375,1175,1146,1171,1164,,52,496,,,,
96022,190200,786.6,200,221,241,220.6666667,,155,738.5,,,,
96025,128900,753,22,12,16,16.66666667,,47,454,,,,
96027,170100,751,22,20,23,21.66666667,,109.5,439,,,,
96055,133300,803.6666667,167,180,191,179.3333333,,54,843,,,,
96064,152700,729,11,16,17,14.66666667,,83,259.5,,,,
96067,230200,774.75,106,126,116,116,,215,641.5,,,,
96073,313300,803.5,127,118,123,122.6666667,,357,842,,,,
96080,145500,749,727,742,758,742.3333333,,72,422,,,,
96093,166700,778.5,50,33,41,41.33333333,,106,676.5,,,,
96094,147000,745.3333333,87,80,80,82.33333333,,73,383,,,,
96097,132300,784.3333333,123,128,173,141.3333333,,53,723.5,,,,
96114,178500,843,36,34,31,33.66666667,,133,999.5,,,,
96130,115800,760.3333333,207,216,245,222.6666667,,26,517,,,,
96134,77700,698.5,209,226,223,219.3333333,,3,86,,,,
96137,313500,754.5,23,28,27,26,,358,464.5,,,,
96143,362100,693,49,57,87,64.33333333,,438,67.5,,,,
96145,546300,674.5,292,291,243,275.3333333,,742,32,,,,
96150,342100,742.3333333,1046,1019,1079,1048,,412,359,,,,
96161,500600,728,576,583,638,599,,690,252,,,,
